subject,relation,object
Johann Gottlob Brendel,has gender,male
Johann Gottlob Brendel,has occupation,construction_worker
Jan Claesz Visscher,has gender,male
Jan Claesz Visscher,has occupation,construction_worker
Johan Henrich Reiff,has gender,male
Johan Henrich Reiff,has occupation,construction_worker
Melchior Trost,has gender,male
Melchior Trost,has occupation,construction_worker
Ernst-Alfred Stamm,has gender,male
Ernst-Alfred Stamm,has occupation,construction_worker
Paul Buchner,has gender,male
Paul Buchner,has occupation,construction_worker
Christian August Hahnemann,has gender,male
Christian August Hahnemann,has occupation,construction_worker
Jean Javelaud,has gender,male
Jean Javelaud,has occupation,construction_worker
Arve Mjømen,has gender,male
Arve Mjømen,has occupation,construction_worker
Peter Artz,has gender,male
Peter Artz,has occupation,construction_worker
Javier Costas Comesaña,has gender,male
Javier Costas Comesaña,has occupation,construction_worker
Johann Friedrich d. Ä. Rosenzweig,has gender,male
Johann Friedrich d. Ä. Rosenzweig,has occupation,construction_worker
Antoni Blanch i Oliva,has gender,male
Antoni Blanch i Oliva,has occupation,construction_worker
Wilhelm Vernickel,has gender,male
Wilhelm Vernickel,has occupation,construction_worker
Johann Baptist Weber,has gender,male
Johann Baptist Weber,has occupation,construction_worker
Karl Schmieden,has gender,male
Karl Schmieden,has occupation,construction_worker
Jaroslav Obůrka,has gender,male
Jaroslav Obůrka,has occupation,construction_worker
Albin Ström,has gender,male
Albin Ström,has occupation,construction_worker
Antoni Mesquida Tomàs,has gender,male
Antoni Mesquida Tomàs,has occupation,construction_worker
Johann Mann,has gender,male
Johann Mann,has occupation,construction_worker
Johann Georg Schott,has gender,male
Johann Georg Schott,has occupation,construction_worker
Q65590728,has gender,male
Q65590728,has occupation,construction_worker
Jakub Jungmann,has gender,male
Jakub Jungmann,has occupation,construction_worker
Miguel de Abarca,has gender,male
Miguel de Abarca,has occupation,construction_worker
John Newgren,has gender,male
John Newgren,has occupation,construction_worker
Sebastián de Entrambosrríos,has gender,male
Sebastián de Entrambosrríos,has occupation,construction_worker
Gerhard Lorch,has gender,male
Gerhard Lorch,has occupation,construction_worker
Ami Mammadov,has gender,male
Ami Mammadov,has occupation,construction_worker
Josef Klein,has gender,male
Josef Klein,has occupation,construction_worker
Dana A. Dorsey,has gender,male
Dana A. Dorsey,has occupation,construction_worker
Martin Buchmüller,has gender,male
Martin Buchmüller,has occupation,construction_worker
Divino Olimpio dos Santos,has gender,male
Divino Olimpio dos Santos,has occupation,construction_worker
Ember,has gender,female
Ember,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Grzegorz Łapanowski,has gender,male
Grzegorz Łapanowski,has occupation,cook
Dennis Leary,has gender,male
Dennis Leary,has occupation,cook
Wilhelm Visintainer,has gender,male
Wilhelm Visintainer,has occupation,cook
Charles Tjessem,has gender,male
Charles Tjessem,has occupation,cook
Michael Psilakis,has gender,male
Michael Psilakis,has occupation,cook
Felix Benz,has gender,male
Felix Benz,has occupation,cook
Jung Márton,has gender,male
Jung Márton,has occupation,cook
Amir Shurush,has gender,male
Amir Shurush,has occupation,cook
Stevan Paul,has gender,male
Stevan Paul,has occupation,cook
Ernesto Prosperi,has gender,male
Ernesto Prosperi,has occupation,cook
Rolf Anschütz,has gender,male
Rolf Anschütz,has occupation,cook
Q81199142,has gender,male
Q81199142,has occupation,cook
S. G. Sender,has gender,male
S. G. Sender,has occupation,cook
Roger Joya,has gender,male
Roger Joya,has occupation,cook
Reinhard Gerer,has gender,male
Reinhard Gerer,has occupation,cook
Isao Tsuji,has gender,male
Isao Tsuji,has occupation,cook
Geert Van Hecke,has gender,male
Geert Van Hecke,has occupation,cook
Phillipe Cerfeuillet,has gender,male
Phillipe Cerfeuillet,has occupation,cook
Donato De Santis,has gender,male
Donato De Santis,has occupation,cook
Robert Carrier,has gender,male
Robert Carrier,has occupation,cook
Sam Zien,has gender,male
Sam Zien,has occupation,cook
Guy Martin,has gender,male
Guy Martin,has occupation,cook
Andre Rush,has gender,male
Andre Rush,has occupation,cook
Christian Petersen,has gender,male
Christian Petersen,has occupation,cook
Kasmir,has gender,male
Kasmir,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Mercè Ferrer Bofill,has gender,female
Mercè Ferrer Bofill,has occupation,cook
Tamara Al Saadi,has gender,female
Tamara Al Saadi,has occupation,cook
Therese Kühner,has gender,female
Therese Kühner,has occupation,cook
Isabela Pauluzi,has gender,female
Isabela Pauluzi,has occupation,cook
Renatta Moeloek,has gender,female
Renatta Moeloek,has occupation,cook
Trude Eide Straume,has gender,female
Trude Eide Straume,has occupation,cook
Laurie Wolf,has gender,female
Laurie Wolf,has occupation,cook
Katie Lee,has gender,female
Katie Lee,has occupation,cook
Julee Rosso,has gender,female
Julee Rosso,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Johan Joseph Faict,has gender,male
Johan Joseph Faict,has occupation,counselor
Carolus Van Volxem,has gender,male
Carolus Van Volxem,has occupation,counselor
Jozef Homans,has gender,male
Jozef Homans,has occupation,counselor
Jules Rayée,has gender,male
Jules Rayée,has occupation,counselor
Jiří Janalík,has gender,male
Jiří Janalík,has occupation,counselor
Q136564953,has gender,male
Q136564953,has occupation,counselor
Frans Kinnaer,has gender,male
Frans Kinnaer,has occupation,counselor
Martinus Stakenborghs,has gender,male
Martinus Stakenborghs,has occupation,counselor
Joannes Truyens,has gender,male
Joannes Truyens,has occupation,counselor
Petrus Vermylen,has gender,male
Petrus Vermylen,has occupation,counselor
Cornelius Huybreghts,has gender,male
Cornelius Huybreghts,has occupation,counselor
Jacobus Van Zeebroeck,has gender,male
Jacobus Van Zeebroeck,has occupation,counselor
Joannes-Baptista Verhulst,has gender,male
Joannes-Baptista Verhulst,has occupation,counselor
Felix Verbeylen,has gender,male
Felix Verbeylen,has occupation,counselor
Cornelius Van den Bogaert,has gender,male
Cornelius Van den Bogaert,has occupation,counselor
Josephus Hebbelinck,has gender,male
Josephus Hebbelinck,has occupation,counselor
Joannes-Baptista Van der Auwera,has gender,male
Joannes-Baptista Van der Auwera,has occupation,counselor
Egidius Van Camp,has gender,male
Egidius Van Camp,has occupation,counselor
Karel Kolen,has gender,male
Karel Kolen,has occupation,counselor
Jules Paheau,has gender,male
Jules Paheau,has occupation,counselor
Aloysius Van Segvelt,has gender,male
Aloysius Van Segvelt,has occupation,counselor
Jan Baptist Wyckmans,has gender,male
Jan Baptist Wyckmans,has occupation,counselor
Prosper Lecoutre,has gender,male
Prosper Lecoutre,has occupation,counselor
Petrus Vennekens,has gender,male
Petrus Vennekens,has occupation,counselor
Victor Spruyt,has gender,male
Victor Spruyt,has occupation,counselor
Charles Van Noten,has gender,male
Charles Van Noten,has occupation,counselor
Naina Athale,has gender,female
Naina Athale,has occupation,counselor
Susan Crozier,has gender,female
Susan Crozier,has occupation,counselor
Shelley Moore Capito,has gender,female
Shelley Moore Capito,has occupation,counselor
Wendy Kiang-Spray,has gender,female
Wendy Kiang-Spray,has occupation,counselor
Jayne Furlong,has gender,female
Jayne Furlong,has occupation,counselor
Alison Maynard Henry,has gender,female
Alison Maynard Henry,has occupation,counselor
Gorreti B. Bamwanga,has gender,female
Gorreti B. Bamwanga,has occupation,counselor
Julia Samuel,has gender,female
Julia Samuel,has occupation,counselor
Jaromíra Jirků,has gender,female
Jaromíra Jirků,has occupation,counselor
Beatriz de Rijke,has gender,female
Beatriz de Rijke,has occupation,counselor
Anne Davies,has gender,female
Anne Davies,has occupation,counselor
Xanti Schawinsky,has gender,male
Xanti Schawinsky,has occupation,designer
Carl Ernst Kropp,has gender,male
Carl Ernst Kropp,has occupation,designer
Phil Janze,has gender,male
Phil Janze,has occupation,designer
Robert Schwarz,has gender,male
Robert Schwarz,has occupation,designer
Hendricus Johannes Alexis Nieberg,has gender,male
Hendricus Johannes Alexis Nieberg,has occupation,designer
Ben Drury,has gender,male
Ben Drury,has occupation,designer
Svalte Stridbeck,has gender,male
Svalte Stridbeck,has occupation,designer
Hossein Khosrojerdi,has gender,male
Hossein Khosrojerdi,has occupation,designer
Jakob Jäger,has gender,male
Jakob Jäger,has occupation,designer
Balázs Balázs-Piri,has gender,male
Balázs Balázs-Piri,has occupation,designer
Flórián Botos,has gender,male
Flórián Botos,has occupation,designer
Tomás López Enguídanos,has gender,male
Tomás López Enguídanos,has occupation,designer
Pierre-Adrien Graillon,has gender,male
Pierre-Adrien Graillon,has occupation,designer
Wes Ball,has gender,male
Wes Ball,has occupation,designer
Sotirios Voulgaris,has gender,male
Sotirios Voulgaris,has occupation,designer
Christian Forssell,has gender,male
Christian Forssell,has occupation,designer
Moses Tobias Wetzlar,has gender,male
Moses Tobias Wetzlar,has occupation,designer
József Ferkovics,has gender,male
József Ferkovics,has occupation,designer
Ghanshyam Bodra,has gender,male
Ghanshyam Bodra,has occupation,designer
André Thévet,has gender,male
André Thévet,has occupation,designer
Jean Henri Willibrord Gomand,has gender,male
Jean Henri Willibrord Gomand,has occupation,designer
Franz Rickert,has gender,male
Franz Rickert,has occupation,designer
Fabrizio Schiavi,has gender,male
Fabrizio Schiavi,has occupation,designer
Dave McKean,has gender,male
Dave McKean,has occupation,designer
George Edward Perine,has gender,male
George Edward Perine,has occupation,designer
Kumiyo Nakai,has gender,male
Kumiyo Nakai,has occupation,designer
Hug Graf,has gender,male
Hug Graf,has occupation,designer
James Hoare,has gender,male
James Hoare,has occupation,designer
Master of the Death of the Virgin,has gender,male
Master of the Death of the Virgin,has occupation,designer
Count Franz Pocci,has gender,male
Count Franz Pocci,has occupation,designer
Karol Gwóźdź,has gender,male
Karol Gwóźdź,has occupation,designer
László Dinyés,has gender,male
László Dinyés,has occupation,designer
Milan Alexandru Florian,has gender,male
Milan Alexandru Florian,has occupation,designer
Mario Grasso,has gender,male
Mario Grasso,has occupation,designer
Hieronymus Berghauser,has gender,male
Hieronymus Berghauser,has occupation,designer
Edmond Henri Becker,has gender,male
Edmond Henri Becker,has occupation,designer
Anne Desmet,has gender,female
Anne Desmet,has occupation,designer
Maria Hofker-Rueter,has gender,female
Maria Hofker-Rueter,has occupation,designer
Ferol Sibley Warthen,has gender,female
Ferol Sibley Warthen,has occupation,designer
Patricia Domingues,has gender,female
Patricia Domingues,has occupation,designer
Zinhor Nasri,has gender,male
Zinhor Nasri,has occupation,developer
Pavel Mžourek,has gender,male
Pavel Mžourek,has occupation,developer
Dmitry Lozinsky,has gender,male
Dmitry Lozinsky,has occupation,developer
Shawn Bayern,has gender,male
Shawn Bayern,has occupation,developer
Peter Oliphant,has gender,male
Peter Oliphant,has occupation,developer
Xavier Leroy,has gender,male
Xavier Leroy,has occupation,developer
James Gross,has gender,male
James Gross,has occupation,developer
Erkin Khidirov,has gender,male
Erkin Khidirov,has occupation,developer
Marek Gayer,has gender,male
Marek Gayer,has occupation,developer
Sébastien Conejo,has gender,male
Sébastien Conejo,has occupation,developer
Andrew John Hughes,has gender,male
Andrew John Hughes,has occupation,developer
David Wilson,has gender,male
David Wilson,has occupation,developer
Lentin Joseph,has gender,male
Lentin Joseph,has occupation,developer
Ben Elliston,has gender,male
Ben Elliston,has occupation,developer
Seumas McNally,has gender,male
Seumas McNally,has occupation,developer
Thibaut Hanson,has gender,male
Thibaut Hanson,has occupation,developer
Morten Brenna,has gender,male
Morten Brenna,has occupation,developer
Bakari Mustafa,has gender,male
Bakari Mustafa,has occupation,developer
James Hare,has gender,male
James Hare,has occupation,developer
Miroslav Fídler,has gender,male
Miroslav Fídler,has occupation,developer
Thomas Pettit,has gender,male
Thomas Pettit,has occupation,developer
Nikhil Buduma,has gender,male
Nikhil Buduma,has occupation,developer
Roger Lee,has gender,male
Roger Lee,has occupation,developer
Pavel Roubal,has gender,male
Pavel Roubal,has occupation,developer
Vlastimil Vávrů,has gender,male
Vlastimil Vávrů,has occupation,developer
Ivo Martiník,has gender,male
Ivo Martiník,has occupation,developer
Rob Scrimger,has gender,male
Rob Scrimger,has occupation,developer
Geoff Crammond,has gender,male
Geoff Crammond,has occupation,developer
Róbert Oláh-Gál,has gender,male
Róbert Oláh-Gál,has occupation,developer
Bram Moolenaar,has gender,male
Bram Moolenaar,has occupation,developer
Andrew Troelsen,has gender,male
Andrew Troelsen,has occupation,developer
Steve Russell,has gender,male
Steve Russell,has occupation,developer
Zbigniew Bronk,has gender,male
Zbigniew Bronk,has occupation,developer
Mateusz Kijowski,has gender,male
Mateusz Kijowski,has occupation,developer
Q111820595,has gender,male
Q111820595,has occupation,developer
Wallace Batista,has gender,male
Wallace Batista,has occupation,developer
Arielle Gordon,has gender,female
Arielle Gordon,has occupation,developer
Brigit Lichtenegger,has gender,female
Brigit Lichtenegger,has occupation,developer
Line Arlien-Søborg,has gender,female
Line Arlien-Søborg,has occupation,developer
Diana Gutman,has gender,female
Diana Gutman,has occupation,developer
Sven Verbrugge,has gender,male
Sven Verbrugge,has occupation,driver
Thomas Bieberbach,has gender,male
Thomas Bieberbach,has occupation,driver
Q60987228,has gender,male
Q60987228,has occupation,driver
Richard Hofmann,has gender,male
Richard Hofmann,has occupation,driver
Edward John Morrison,has gender,male
Edward John Morrison,has occupation,driver
Takashi Toda,has gender,male
Takashi Toda,has occupation,driver
Sergey Agapov,has gender,male
Sergey Agapov,has occupation,driver
Magnus Karlsson,has gender,male
Magnus Karlsson,has occupation,driver
Dmitry Komar,has gender,male
Dmitry Komar,has occupation,driver
Štefan Svitko,has gender,male
Štefan Svitko,has occupation,driver
Brian Morrison,has gender,male
Brian Morrison,has occupation,driver
Roberto Rolfo,has gender,male
Roberto Rolfo,has occupation,driver
Antoine Antignac,has gender,male
Antoine Antignac,has occupation,driver
Edward Mazur,has gender,male
Edward Mazur,has occupation,driver
Wolfgang Lahoda,has gender,male
Wolfgang Lahoda,has occupation,driver
Ron Nelson,has gender,male
Ron Nelson,has occupation,driver
Akira Komuro,has gender,male
Akira Komuro,has occupation,driver
Ernie Roccio,has gender,male
Ernie Roccio,has occupation,driver
Q15065384,has gender,male
Q15065384,has occupation,driver
Ángel García,has gender,male
Ángel García,has occupation,driver
Nobuyuki Matsumoto,has gender,male
Nobuyuki Matsumoto,has occupation,driver
Pierfranco Muraglia,has gender,male
Pierfranco Muraglia,has occupation,driver
Émile Louis,has gender,male
Émile Louis,has occupation,driver
Bert Harkins,has gender,male
Bert Harkins,has occupation,driver
Ivan Lazzarini,has gender,male
Ivan Lazzarini,has occupation,driver
Bolesław Proch,has gender,male
Bolesław Proch,has occupation,driver
Nico Joannidis,has gender,male
Nico Joannidis,has occupation,driver
Jonathan Lodge,has gender,male
Jonathan Lodge,has occupation,driver
Takeshi Tsujimura,has gender,male
Takeshi Tsujimura,has occupation,driver
Andrzej Wyglenda,has gender,male
Andrzej Wyglenda,has occupation,driver
Pyotr Vdovin,has gender,male
Pyotr Vdovin,has occupation,driver
Antonín Kasper,has gender,male
Antonín Kasper,has occupation,driver
Cees Doorakkers,has gender,male
Cees Doorakkers,has occupation,driver
Aleksandr Vasilyevich Shirshov,has gender,male
Aleksandr Vasilyevich Shirshov,has occupation,driver
Tio João da Van,has gender,male
Tio João da Van,has occupation,driver
Nick May,has gender,male
Nick May,has occupation,driver
Damian Sperz,has gender,male
Damian Sperz,has occupation,driver
Enrique Escuder Bernat,has gender,male
Enrique Escuder Bernat,has occupation,driver
Louise Scherbyn,has gender,female
Louise Scherbyn,has occupation,driver
Q29108448,has gender,female
Q29108448,has occupation,driver
Per-Arne Bjerke,has gender,male
Per-Arne Bjerke,has occupation,editor
Odd Egil Valderhaug,has gender,male
Odd Egil Valderhaug,has occupation,editor
Honza Musil,has gender,male
Honza Musil,has occupation,editor
Hrant Devejyan,has gender,male
Hrant Devejyan,has occupation,editor
Charles Levin,has gender,male
Charles Levin,has occupation,editor
Jiří Cieslar,has gender,male
Jiří Cieslar,has occupation,editor
Alois Adam,has gender,male
Alois Adam,has occupation,editor
Per Henrik Gullfoss,has gender,male
Per Henrik Gullfoss,has occupation,editor
Jan Grzenia,has gender,male
Jan Grzenia,has occupation,editor
Ales Bachyla,has gender,male
Ales Bachyla,has occupation,editor
Tsutomu Igarashi,has gender,male
Tsutomu Igarashi,has occupation,editor
Lev Korneshov,has gender,male
Lev Korneshov,has occupation,editor
Harutiun Svadjian,has gender,male
Harutiun Svadjian,has occupation,editor
Witold Bieńkowski,has gender,male
Witold Bieńkowski,has occupation,editor
Thomas Reschke,has gender,male
Thomas Reschke,has occupation,editor
Robert Forberg,has gender,male
Robert Forberg,has occupation,editor
Dénes Árpád Tóth,has gender,male
Dénes Árpád Tóth,has occupation,editor
Q106504909,has gender,male
Q106504909,has occupation,editor
Shōhei Tanida,has gender,male
Shōhei Tanida,has occupation,editor
Antoine de Choudens,has gender,male
Antoine de Choudens,has occupation,editor
Q12160542,has gender,male
Q12160542,has occupation,editor
Marcel Dehaye,has gender,male
Marcel Dehaye,has occupation,editor
Bjørn Simensen,has gender,male
Bjørn Simensen,has occupation,editor
James Julien Théodore Phelan,has gender,male
James Julien Théodore Phelan,has occupation,editor
Carlo Labisi,has gender,male
Carlo Labisi,has occupation,editor
Johann Crüger,has gender,male
Johann Crüger,has occupation,editor
Q15071387,has gender,male
Q15071387,has occupation,editor
Karl Scheel,has gender,male
Karl Scheel,has occupation,editor
Viliam Bystrický,has gender,male
Viliam Bystrický,has occupation,editor
Rasmus Sindre,has gender,male
Rasmus Sindre,has occupation,editor
Franz Schuh,has gender,male
Franz Schuh,has occupation,editor
Hans-Georg Becker,has gender,male
Hans-Georg Becker,has occupation,editor
George Glueck,has gender,male
George Glueck,has occupation,editor
Maria Helena Schmidt,has gender,female
Maria Helena Schmidt,has occupation,editor
Anita Tešovičová,has gender,female
Anita Tešovičová,has occupation,editor
Kira Paramonova,has gender,female
Kira Paramonova,has occupation,editor
Svetlana Korshunova,has gender,female
Svetlana Korshunova,has occupation,editor
Michelle P. So,has gender,female
Michelle P. So,has occupation,editor
Irina Petrovskaya,has gender,female
Irina Petrovskaya,has occupation,editor
Anneli Rådestad,has gender,female
Anneli Rådestad,has occupation,editor
Elliot Lillico,has gender,male
Elliot Lillico,has occupation,farmer
Muhammed edh-Dhib,has gender,male
Muhammed edh-Dhib,has occupation,farmer
Jean-Baptiste Van Mons,has gender,male
Jean-Baptiste Van Mons,has occupation,farmer
Claude Martin Roblin,has gender,male
Claude Martin Roblin,has occupation,farmer
Sebastian Binz,has gender,male
Sebastian Binz,has occupation,farmer
David Armitage Bannerman,has gender,male
David Armitage Bannerman,has occupation,farmer
Jakob Geiger,has gender,male
Jakob Geiger,has occupation,farmer
Maurice Lagathu,has gender,male
Maurice Lagathu,has occupation,farmer
Earle Drope,has gender,male
Earle Drope,has occupation,farmer
Philipp Heinrich Dunker,has gender,male
Philipp Heinrich Dunker,has occupation,farmer
Gustav Roesicke,has gender,male
Gustav Roesicke,has occupation,farmer
Cowboy Morgan Evans,has gender,male
Cowboy Morgan Evans,has occupation,farmer
István Frendel,has gender,male
István Frendel,has occupation,farmer
Barry Wakelin,has gender,male
Barry Wakelin,has occupation,farmer
Reinhard Szibor,has gender,male
Reinhard Szibor,has occupation,farmer
Dan Taylor,has gender,male
Dan Taylor,has occupation,farmer
Eric Spooner,has gender,male
Eric Spooner,has occupation,farmer
Józef Strumiłło,has gender,male
Józef Strumiłło,has occupation,farmer
Luis Rodolfo Lazo Maldonado,has gender,male
Luis Rodolfo Lazo Maldonado,has occupation,farmer
Joseph Thoma,has gender,male
Joseph Thoma,has occupation,farmer
Peter Stumpp,has gender,male
Peter Stumpp,has occupation,farmer
Erich Haagensen Jaabech,has gender,male
Erich Haagensen Jaabech,has occupation,farmer
Otto Weber,has gender,male
Otto Weber,has occupation,farmer
Kurt Nietner,has gender,male
Kurt Nietner,has occupation,farmer
Josh Ostrovsky,has gender,male
Josh Ostrovsky,has occupation,farmer
Cliff Downey,has gender,male
Cliff Downey,has occupation,farmer
John Hutchinson,has gender,male
John Hutchinson,has occupation,farmer
Billy the Kid,has gender,male
Billy the Kid,has occupation,farmer
George Shenton Sr.,has gender,male
George Shenton Sr.,has occupation,farmer
Richard Gavin Reid,has gender,male
Richard Gavin Reid,has occupation,farmer
François Caron,has gender,male
François Caron,has occupation,farmer
Manda Klancir,has gender,female
Manda Klancir,has occupation,farmer
Jo Sanghi,has gender,female
Jo Sanghi,has occupation,farmer
Mana Takatsuka,has gender,female
Mana Takatsuka,has occupation,farmer
Hortense Gezelle,has gender,female
Hortense Gezelle,has occupation,farmer
Mai Ueno,has gender,female
Mai Ueno,has occupation,farmer
Anne Armstrong,has gender,female
Anne Armstrong,has occupation,farmer
Yūka Sugisawa,has gender,female
Yūka Sugisawa,has occupation,farmer
Jamaica Kincaid,has gender,female
Jamaica Kincaid,has occupation,farmer
Haruna Jitsu,has gender,female
Haruna Jitsu,has occupation,farmer
Josef Vacek,has gender,male
Josef Vacek,has occupation,hairdresser
Adam A. Schjølberg,has gender,male
Adam A. Schjølberg,has occupation,hairdresser
Ricard Simó i Bach,has gender,male
Ricard Simó i Bach,has occupation,hairdresser
Frank Padilha,has gender,male
Frank Padilha,has occupation,hairdresser
Jose Solano de Oliveira,has gender,male
Jose Solano de Oliveira,has occupation,hairdresser
Gustav Wuckic,has gender,male
Gustav Wuckic,has occupation,hairdresser
Brad Mondo,has gender,male
Brad Mondo,has occupation,hairdresser
Joshua Galvin,has gender,male
Joshua Galvin,has occupation,hairdresser
Scott W. Farley,has gender,male
Scott W. Farley,has occupation,hairdresser
Christien Tinsley,has gender,male
Christien Tinsley,has occupation,hairdresser
Kang Chang-gu,has gender,male
Kang Chang-gu,has occupation,hairdresser
Frank Zucholowsky,has gender,male
Frank Zucholowsky,has occupation,hairdresser
Vincent Baudoux,has gender,male
Vincent Baudoux,has occupation,hairdresser
Harald Klute,has gender,male
Harald Klute,has occupation,hairdresser
Daniel Galvin,has gender,male
Daniel Galvin,has occupation,hairdresser
Florian Zeughan,has gender,male
Florian Zeughan,has occupation,hairdresser
Kerimcan Durmaz,has gender,male
Kerimcan Durmaz,has occupation,hairdresser
Jim Hutton,has gender,male
Jim Hutton,has occupation,hairdresser
Karsten Reinert,has gender,male
Karsten Reinert,has occupation,hairdresser
Kläre Fußbach,has gender,male
Kläre Fußbach,has occupation,hairdresser
Guido Lorenzo Giovanni Battista Cogito,has gender,male
Guido Lorenzo Giovanni Battista Cogito,has occupation,hairdresser
Václav Macík,has gender,male
Václav Macík,has occupation,hairdresser
Martí Vicenç Vilanova,has gender,male
Martí Vicenç Vilanova,has occupation,hairdresser
Amira Pocher,has gender,female
Amira Pocher,has occupation,hairdresser
Katrin Wahlberg,has gender,female
Katrin Wahlberg,has occupation,hairdresser
Tirzah Strässle,has gender,female
Tirzah Strässle,has occupation,hairdresser
Isamaya Ffrench,has gender,female
Isamaya Ffrench,has occupation,hairdresser
Evelyn Book,has gender,female
Evelyn Book,has occupation,hairdresser
Romana Karlíková,has gender,female
Romana Karlíková,has occupation,hairdresser
Teruko Kobayashi,has gender,female
Teruko Kobayashi,has occupation,hairdresser
Maike Heinlein,has gender,female
Maike Heinlein,has occupation,hairdresser
Mirai Matsuda,has gender,female
Mirai Matsuda,has occupation,hairdresser
Kelly Phillips,has gender,female
Kelly Phillips,has occupation,hairdresser
Kristina Abelli Elander,has gender,female
Kristina Abelli Elander,has occupation,hairdresser
Q131924543,has gender,female
Q131924543,has occupation,hairdresser
Evelyn Preece,has gender,female
Evelyn Preece,has occupation,hairdresser
Anne Marie Bradley,has gender,female
Anne Marie Bradley,has occupation,hairdresser
Leila Mäkynen,has gender,female
Leila Mäkynen,has occupation,hairdresser
Olga Cruz,has gender,female
Olga Cruz,has occupation,hairdresser
Kaniz Ali,has gender,female
Kaniz Ali,has occupation,hairdresser
Marcelino Francisco de Souza,has gender,male
Marcelino Francisco de Souza,has occupation,housekeeper
Felicia Dorothea Kate Dover,has gender,female
Felicia Dorothea Kate Dover,has occupation,housekeeper
Emma Bruch,has gender,female
Emma Bruch,has occupation,housekeeper
Clara Dijkstra,has gender,female
Clara Dijkstra,has occupation,housekeeper
Pieternella Kwikkers,has gender,female
Pieternella Kwikkers,has occupation,housekeeper
Elizabeth Rasmussen Sundberg,has gender,female
Elizabeth Rasmussen Sundberg,has occupation,housekeeper
Helene Demuth,has gender,female
Helene Demuth,has occupation,housekeeper
Mária Kovács,has gender,female
Mária Kovács,has occupation,housekeeper
Grethe Schmidt,has gender,female
Grethe Schmidt,has occupation,housekeeper
Mary Elizabeth Throckmorton,has gender,female
Mary Elizabeth Throckmorton,has occupation,housekeeper
Maria Schrörs,has gender,female
Maria Schrörs,has occupation,housekeeper
Vera Renczi,has gender,female
Vera Renczi,has occupation,housekeeper
Margrét Jóhannsdóttir,has gender,female
Margrét Jóhannsdóttir,has occupation,housekeeper
Clara Kempton Barnum,has gender,female
Clara Kempton Barnum,has occupation,housekeeper
Céleste Albaret,has gender,female
Céleste Albaret,has occupation,housekeeper
Gizella Tátrai,has gender,female
Gizella Tátrai,has occupation,housekeeper
Petronella Wiltink,has gender,female
Petronella Wiltink,has occupation,housekeeper
Mitzi Schaal,has gender,female
Mitzi Schaal,has occupation,housekeeper
Rózsi Zavarko,has gender,female
Rózsi Zavarko,has occupation,housekeeper
Marie Korts,has gender,female
Marie Korts,has occupation,housekeeper
Marguerite Saulnier,has gender,female
Marguerite Saulnier,has occupation,housekeeper
Signý Jónsdóttir,has gender,female
Signý Jónsdóttir,has occupation,housekeeper
Maria Witlam,has gender,female
Maria Witlam,has occupation,housekeeper
Erzsébet Döbrössy,has gender,female
Erzsébet Döbrössy,has occupation,housekeeper
Mauricette Beaucaillou,has gender,female
Mauricette Beaucaillou,has occupation,housekeeper
Leontine Van den Abeele,has gender,female
Leontine Van den Abeele,has occupation,housekeeper
Rozalia Natkaniec,has gender,female
Rozalia Natkaniec,has occupation,housekeeper
Regina Zimoń,has gender,female
Regina Zimoń,has occupation,housekeeper
Paulina Vetterli,has gender,female
Paulina Vetterli,has occupation,housekeeper
Lucienne Miolan,has gender,female
Lucienne Miolan,has occupation,housekeeper
Juliane Barbara Schulz,has gender,female
Juliane Barbara Schulz,has occupation,housekeeper
Marie Blanchet,has gender,female
Marie Blanchet,has occupation,housekeeper
Adele Jemolo,has gender,female
Adele Jemolo,has occupation,housekeeper
Johanna Reichenbach,has gender,female
Johanna Reichenbach,has occupation,housekeeper
Marthe Maçon,has gender,female
Marthe Maçon,has occupation,housekeeper
Maria Aguilera i Casals,has gender,female
Maria Aguilera i Casals,has occupation,housekeeper
Sarah Johnson,has gender,female
Sarah Johnson,has occupation,housekeeper
Svava Jónsdóttir,has gender,female
Svava Jónsdóttir,has occupation,housekeeper
Cheryl Williams,has gender,female
Cheryl Williams,has occupation,housekeeper
Henriette Bitzius-Zeender,has gender,female
Henriette Bitzius-Zeender,has occupation,housekeeper
Giuseppe Garibaldi,has gender,male
Giuseppe Garibaldi,has occupation,janitor
Sven Gustaf Hellström,has gender,male
Sven Gustaf Hellström,has occupation,janitor
Louis Müller,has gender,male
Louis Müller,has occupation,janitor
Johannes Seifert,has gender,male
Johannes Seifert,has occupation,janitor
Mulugeta Seraw,has gender,male
Mulugeta Seraw,has occupation,janitor
Leo Klinger,has gender,male
Leo Klinger,has occupation,janitor
Günter Nagel,has gender,male
Günter Nagel,has occupation,janitor
Veijo Jäsberg,has gender,male
