subject,relation,object
John Henry Kirby,has gender,male
John Henry Kirby,has occupation,clerk
Bohuslav Špinar,has gender,male
Bohuslav Špinar,has occupation,clerk
Carl Ulrik Gadde,has gender,male
Carl Ulrik Gadde,has occupation,clerk
Shlomo Pentel,has gender,male
Shlomo Pentel,has occupation,clerk
József Várady,has gender,male
József Várady,has occupation,clerk
Dieter Ruoff,has gender,male
Dieter Ruoff,has occupation,clerk
Josef Weiß,has gender,male
Josef Weiß,has occupation,clerk
Harald Schmitz,has gender,male
Harald Schmitz,has occupation,clerk
Cesar Augusto Nascimento,has gender,male
Cesar Augusto Nascimento,has occupation,clerk
Malcolm Thorburn,has gender,male
Malcolm Thorburn,has occupation,clerk
Zygmunt Ławrynowicz,has gender,male
Zygmunt Ławrynowicz,has occupation,clerk
Sormani,has gender,male
Sormani,has occupation,clerk
Anton Georg Simon,has gender,male
Anton Georg Simon,has occupation,clerk
Yitzkhak Pirnikash,has gender,male
Yitzkhak Pirnikash,has occupation,clerk
Crispin Poyser,has gender,male
Crispin Poyser,has occupation,clerk
Flavius Liberalis,has gender,male
Flavius Liberalis,has occupation,clerk
Fritz Mackowsky,has gender,male
Fritz Mackowsky,has occupation,clerk
John Henry Gascoigne,has gender,male
John Henry Gascoigne,has occupation,clerk
Meir Ferber,has gender,male
Meir Ferber,has occupation,clerk
José Cardoso Dutra,has gender,male
José Cardoso Dutra,has occupation,clerk
Johann Alois Beutel,has gender,male
Johann Alois Beutel,has occupation,clerk
Randy Narvaez,has gender,male
Randy Narvaez,has occupation,clerk
Karol Pikna,has gender,male
Karol Pikna,has occupation,clerk
Xan María Castro,has gender,male
Xan María Castro,has occupation,clerk
Alois Gerstl,has gender,male
Alois Gerstl,has occupation,clerk
Jens Spahn,has gender,male
Jens Spahn,has occupation,clerk
Dave Cliff,has gender,male
Dave Cliff,has occupation,clerk
Helio Paiva Matos,has gender,male
Helio Paiva Matos,has occupation,clerk
Peter M. Kreindler,has gender,male
Peter M. Kreindler,has occupation,clerk
Svend Gredsted,has gender,male
Svend Gredsted,has occupation,clerk
Christoph Scherrer,has gender,male
Christoph Scherrer,has occupation,clerk
M. A. Oliver-Semenov,has gender,male
M. A. Oliver-Semenov,has occupation,clerk
Ivor Tarnay,has gender,male
Ivor Tarnay,has occupation,clerk
Pal Lampert,has gender,male
Pal Lampert,has occupation,clerk
Luís Arthur de Bitencourt,has gender,male
Luís Arthur de Bitencourt,has occupation,clerk
Pascal Verdenne,has gender,male
Pascal Verdenne,has occupation,clerk
Thomas F. Anderson,has gender,male
Thomas F. Anderson,has occupation,clerk
Kennedy Stewart,has gender,male
Kennedy Stewart,has occupation,clerk
Paul Coombe,has gender,male
Paul Coombe,has occupation,clerk
Ernst Eriksson,has gender,male
Ernst Eriksson,has occupation,clerk
Jan Veltkamp,has gender,male
Jan Veltkamp,has occupation,clerk
Michael Bolten,has gender,male
Michael Bolten,has occupation,clerk
Cougoul,has gender,male
Cougoul,has occupation,clerk
Gábor Tolnay,has gender,male
Gábor Tolnay,has occupation,clerk
Marcus König,has gender,male
Marcus König,has occupation,clerk
Carl Schulze,has gender,male
Carl Schulze,has occupation,clerk
Bartholomäus von May,has gender,male
Bartholomäus von May,has occupation,clerk
Pasha Leberfeld,has gender,female
Pasha Leberfeld,has occupation,clerk
Solimar Silva,has gender,female
Solimar Silva,has occupation,clerk
Maria Hosp,has gender,female
Maria Hosp,has occupation,clerk
Q133816775,has gender,female
Q133816775,has occupation,clerk
Dagmar Chidolue,has gender,female
Dagmar Chidolue,has occupation,clerk
Sabine Arndt,has gender,female
Sabine Arndt,has occupation,clerk
Janina Stankiewicz,has gender,female
Janina Stankiewicz,has occupation,clerk
Elizabeth Esty,has gender,female
Elizabeth Esty,has occupation,clerk
Mária Horváth,has gender,female
Mária Horváth,has occupation,clerk
Khana Perlman,has gender,female
Khana Perlman,has occupation,clerk
Dora Wagner,has gender,female
Dora Wagner,has occupation,clerk
Lili Vogel,has gender,female
Lili Vogel,has occupation,clerk
Elisabeth Rönnholm,has gender,female
Elisabeth Rönnholm,has occupation,clerk
Lotte Blum,has gender,female
Lotte Blum,has occupation,clerk
Irmgard Grotjahn,has gender,female
Irmgard Grotjahn,has occupation,clerk
Luz Adriana E. Caudillo Fuentes,has gender,female
Luz Adriana E. Caudillo Fuentes,has occupation,clerk
Petra Allende,has gender,female
Petra Allende,has occupation,clerk
Terri Schiavo,has gender,female
Terri Schiavo,has occupation,clerk
Rozsi Wottitz,has gender,female
Rozsi Wottitz,has occupation,clerk
Jaroslav Kovář starší,has gender,male
Jaroslav Kovář starší,has occupation,construction_worker
John Parry,has gender,male
John Parry,has occupation,construction_worker
Axel Schultz-Gora,has gender,male
Axel Schultz-Gora,has occupation,construction_worker
Bodo Küttler,has gender,male
Bodo Küttler,has occupation,construction_worker
Peter Robert Whitfield Sr.,has gender,male
Peter Robert Whitfield Sr.,has occupation,construction_worker
Hans Locher,has gender,male
Hans Locher,has occupation,construction_worker
Devanir Martins,has gender,male
Devanir Martins,has occupation,construction_worker
Johann Gottlob Brendel,has gender,male
Johann Gottlob Brendel,has occupation,construction_worker
Jan Claesz Visscher,has gender,male
Jan Claesz Visscher,has occupation,construction_worker
Johan Henrich Reiff,has gender,male
Johan Henrich Reiff,has occupation,construction_worker
Melchior Trost,has gender,male
Melchior Trost,has occupation,construction_worker
Ernst-Alfred Stamm,has gender,male
Ernst-Alfred Stamm,has occupation,construction_worker
Paul Buchner,has gender,male
Paul Buchner,has occupation,construction_worker
Christian August Hahnemann,has gender,male
Christian August Hahnemann,has occupation,construction_worker
Jean Javelaud,has gender,male
Jean Javelaud,has occupation,construction_worker
Arve Mjømen,has gender,male
Arve Mjømen,has occupation,construction_worker
Javier Costas Comesaña,has gender,male
Javier Costas Comesaña,has occupation,construction_worker
Johann Friedrich d. Ä. Rosenzweig,has gender,male
Johann Friedrich d. Ä. Rosenzweig,has occupation,construction_worker
Antoni Blanch i Oliva,has gender,male
Antoni Blanch i Oliva,has occupation,construction_worker
Wilhelm Vernickel,has gender,male
Wilhelm Vernickel,has occupation,construction_worker
Johann Baptist Weber,has gender,male
Johann Baptist Weber,has occupation,construction_worker
Karl Schmieden,has gender,male
Karl Schmieden,has occupation,construction_worker
Albin Ström,has gender,male
Albin Ström,has occupation,construction_worker
Antoni Mesquida Tomàs,has gender,male
Antoni Mesquida Tomàs,has occupation,construction_worker
Johann Mann,has gender,male
Johann Mann,has occupation,construction_worker
Johann Georg Schott,has gender,male
Johann Georg Schott,has occupation,construction_worker
Q65590728,has gender,male
Q65590728,has occupation,construction_worker
Jakub Jungmann,has gender,male
Jakub Jungmann,has occupation,construction_worker
Miguel de Abarca,has gender,male
Miguel de Abarca,has occupation,construction_worker
John Newgren,has gender,male
John Newgren,has occupation,construction_worker
Sebastián de Entrambosrríos,has gender,male
Sebastián de Entrambosrríos,has occupation,construction_worker
Gerhard Lorch,has gender,male
Gerhard Lorch,has occupation,construction_worker
Ami Mammadov,has gender,male
Ami Mammadov,has occupation,construction_worker
Josef Klein,has gender,male
Josef Klein,has occupation,construction_worker
Dana A. Dorsey,has gender,male
Dana A. Dorsey,has occupation,construction_worker
Martin Buchmüller,has gender,male
Martin Buchmüller,has occupation,construction_worker
Divino Olimpio dos Santos,has gender,male
Divino Olimpio dos Santos,has occupation,construction_worker
Antonín Jednorožec,has gender,male
Antonín Jednorožec,has occupation,construction_worker
Joseph Stiller,has gender,male
Joseph Stiller,has occupation,construction_worker
Vitaly Kaloyev,has gender,male
Vitaly Kaloyev,has occupation,construction_worker
Gottfried Michael Stramm,has gender,male
Gottfried Michael Stramm,has occupation,construction_worker
Lukas Rottaler,has gender,male
Lukas Rottaler,has occupation,construction_worker
Blaise Lécuyer,has gender,male
Blaise Lécuyer,has occupation,construction_worker
Meir Grinberg,has gender,male
Meir Grinberg,has occupation,construction_worker
Blasius Berwart,has gender,male
Blasius Berwart,has occupation,construction_worker
Heinrich Kallenberg,has gender,male
Heinrich Kallenberg,has occupation,construction_worker
Mårten Olaus Beurling,has gender,male
Mårten Olaus Beurling,has occupation,construction_worker
Otto von Haselberg,has gender,male
Otto von Haselberg,has occupation,construction_worker
Lorenz Zotz der Jüngere,has gender,male
Lorenz Zotz der Jüngere,has occupation,construction_worker
Kajetán Vašíček,has gender,male
Kajetán Vašíček,has occupation,construction_worker
Uwe Preußner,has gender,male
Uwe Preußner,has occupation,construction_worker
Konrad Rossbach,has gender,male
Konrad Rossbach,has occupation,construction_worker
Friedrich Mutter,has gender,male
Friedrich Mutter,has occupation,construction_worker
Johann von Bocholt,has gender,male
Johann von Bocholt,has occupation,construction_worker
Václav Svoboda,has gender,male
Václav Svoboda,has occupation,construction_worker
Marco Spazzo,has gender,male
Marco Spazzo,has occupation,construction_worker
Pau Riera i Galtés,has gender,male
Pau Riera i Galtés,has occupation,construction_worker
Tommaso Comacio,has gender,male
Tommaso Comacio,has occupation,construction_worker
Maksut Kesici,has gender,male
Maksut Kesici,has occupation,construction_worker
Peter Patzenhauer,has gender,male
Peter Patzenhauer,has occupation,construction_worker
Hans Schüchlin,has gender,male
Hans Schüchlin,has occupation,construction_worker
Antonio Bellio,has gender,male
Antonio Bellio,has occupation,construction_worker
Josef Stránský,has gender,male
Josef Stránský,has occupation,construction_worker
Erwin Scherzinger,has gender,male
Erwin Scherzinger,has occupation,construction_worker
Hans Schweyner,has gender,male
Hans Schweyner,has occupation,construction_worker
Lodovico Bombasio,has gender,male
Lodovico Bombasio,has occupation,construction_worker
Joseph Volpe,has gender,male
Joseph Volpe,has occupation,construction_worker
Johann Werdecker,has gender,male
Johann Werdecker,has occupation,construction_worker
Ludwig Daniel Philipp Rumpf,has gender,male
Ludwig Daniel Philipp Rumpf,has occupation,construction_worker
Jan Himilsbach,has gender,male
Jan Himilsbach,has occupation,construction_worker
Johann Paul Czechpauer,has gender,male
Johann Paul Czechpauer,has occupation,construction_worker
Ulrich Stechele,has gender,male
Ulrich Stechele,has occupation,construction_worker
Johannes Tschudy,has gender,male
Johannes Tschudy,has occupation,construction_worker
Giovanni Niccolò Perti,has gender,male
Giovanni Niccolò Perti,has occupation,construction_worker
Einar Norman,has gender,male
Einar Norman,has occupation,construction_worker
Siegmund Sege von Laurenberg,has gender,male
Siegmund Sege von Laurenberg,has occupation,construction_worker
William Edwards,has gender,male
William Edwards,has occupation,construction_worker
Erik Leksell,has gender,male
Erik Leksell,has occupation,construction_worker
Bertram von Zündorf,has gender,male
Bertram von Zündorf,has occupation,construction_worker
Matthias Christmas,has gender,male
Matthias Christmas,has occupation,construction_worker
Bernhard Metz,has gender,male
Bernhard Metz,has occupation,construction_worker
Peter Becher,has gender,male
Peter Becher,has occupation,construction_worker
Josef Sládek,has gender,male
Josef Sládek,has occupation,construction_worker
Josef Schaffer,has gender,male
Josef Schaffer,has occupation,construction_worker
Viktor Turmanov,has gender,male
Viktor Turmanov,has occupation,construction_worker
Andrea Delai,has gender,male
Andrea Delai,has occupation,construction_worker
Heinrich Koene van der Hallen,has gender,male
Heinrich Koene van der Hallen,has occupation,construction_worker
Plinio Silva dos Santos,has gender,male
Plinio Silva dos Santos,has occupation,construction_worker
Kaiemheset,has gender,male
Kaiemheset,has occupation,construction_worker
Julius Mergental,has gender,male
Julius Mergental,has occupation,construction_worker
Ramón Isidro Ditrén Díaz,has gender,male
Ramón Isidro Ditrén Díaz,has occupation,construction_worker
Shlomo Perlman,has gender,male
Shlomo Perlman,has occupation,construction_worker
Johann Schütz,has gender,male
Johann Schütz,has occupation,construction_worker
Q15060749,has gender,male
Q15060749,has occupation,construction_worker
Jožko Harej,has gender,male
Jožko Harej,has occupation,construction_worker
Andreas Hünigen,has gender,male
Andreas Hünigen,has occupation,construction_worker
Ember,has gender,female
Ember,has occupation,construction_worker
Sunita Devi,has gender,female
Sunita Devi,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Grzegorz Łapanowski,has gender,male
Grzegorz Łapanowski,has occupation,cook
Dennis Leary,has gender,male
Dennis Leary,has occupation,cook
Wilhelm Visintainer,has gender,male
Wilhelm Visintainer,has occupation,cook
Charles Tjessem,has gender,male
Charles Tjessem,has occupation,cook
Michael Psilakis,has gender,male
Michael Psilakis,has occupation,cook
Felix Benz,has gender,male
Felix Benz,has occupation,cook
Jung Márton,has gender,male
Jung Márton,has occupation,cook
Amir Shurush,has gender,male
Amir Shurush,has occupation,cook
Stevan Paul,has gender,male
Stevan Paul,has occupation,cook
Ernesto Prosperi,has gender,male
Ernesto Prosperi,has occupation,cook
Rolf Anschütz,has gender,male
Rolf Anschütz,has occupation,cook
Q81199142,has gender,male
Q81199142,has occupation,cook
S. G. Sender,has gender,male
S. G. Sender,has occupation,cook
Roger Joya,has gender,male
Roger Joya,has occupation,cook
Reinhard Gerer,has gender,male
Reinhard Gerer,has occupation,cook
Isao Tsuji,has gender,male
Isao Tsuji,has occupation,cook
Geert Van Hecke,has gender,male
Geert Van Hecke,has occupation,cook
Phillipe Cerfeuillet,has gender,male
Phillipe Cerfeuillet,has occupation,cook
Donato De Santis,has gender,male
Donato De Santis,has occupation,cook
Robert Carrier,has gender,male
Robert Carrier,has occupation,cook
Sam Zien,has gender,male
Sam Zien,has occupation,cook
Guy Martin,has gender,male
Guy Martin,has occupation,cook
Andre Rush,has gender,male
Andre Rush,has occupation,cook
Christian Petersen,has gender,male
Christian Petersen,has occupation,cook
Kasmir,has gender,male
Kasmir,has occupation,cook
Benoît Violier,has gender,male
Benoît Violier,has occupation,cook
Ettore Bocchia,has gender,male
Ettore Bocchia,has occupation,cook
Gio Renzo Fioraso,has gender,male
Gio Renzo Fioraso,has occupation,cook
Bo Jacobsen,has gender,male
Bo Jacobsen,has occupation,cook
Jules Maincave,has gender,male
Jules Maincave,has occupation,cook
Jelle Beeckman,has gender,male
Jelle Beeckman,has occupation,cook
Pierrick Boyer,has gender,male
Pierrick Boyer,has occupation,cook
Tony Maws,has gender,male
Tony Maws,has occupation,cook
Christian Le Squer,has gender,male
Christian Le Squer,has occupation,cook
Rodolfo Guzmán,has gender,male
Rodolfo Guzmán,has occupation,cook
Philéas Gilbert,has gender,male
Philéas Gilbert,has occupation,cook
François Pierre La Varenne,has gender,male
François Pierre La Varenne,has occupation,cook
Noel McMeel,has gender,male
Noel McMeel,has occupation,cook
Alfred Walterspiel,has gender,male
Alfred Walterspiel,has occupation,cook
Michel Del Burgo,has gender,male
Michel Del Burgo,has occupation,cook
Max Miller,has gender,male
Max Miller,has occupation,cook
Laurent Manrique,has gender,male
Laurent Manrique,has occupation,cook
Dan Hayes,has gender,male
Dan Hayes,has occupation,cook
Vincenzo Corrado,has gender,male
Vincenzo Corrado,has occupation,cook
Joseph Yoon,has gender,male
Joseph Yoon,has occupation,cook
Michel Bras,has gender,male
Michel Bras,has occupation,cook
Ludger Helbig,has gender,male
Ludger Helbig,has occupation,cook
Robert Bogle,has gender,male
Robert Bogle,has occupation,cook
Adolf Meier,has gender,male
Adolf Meier,has occupation,cook
Enda McEvoy,has gender,male
Enda McEvoy,has occupation,cook
Kurt Hammerschmidt,has gender,male
Kurt Hammerschmidt,has occupation,cook
Timothy Harlan,has gender,male
Timothy Harlan,has occupation,cook
Ivar Mølle,has gender,male
Ivar Mølle,has occupation,cook
Alex Oke,has gender,male
Alex Oke,has occupation,cook
Morito Ōmiya,has gender,male
Morito Ōmiya,has occupation,cook
Jun Tanaka,has gender,male
Jun Tanaka,has occupation,cook
Pascal Dupuy,has gender,male
Pascal Dupuy,has occupation,cook
Sudqi Amin Naddaf,has gender,male
Sudqi Amin Naddaf,has occupation,cook
Matthias Ludwigs,has gender,male
Matthias Ludwigs,has occupation,cook
Cándido López,has gender,male
Cándido López,has occupation,cook
Sorin Bontea,has gender,male
Sorin Bontea,has occupation,cook
Daniel Patterson,has gender,male
Daniel Patterson,has occupation,cook
Peter Knogl,has gender,male
Peter Knogl,has occupation,cook
Reimar Fröbel,has gender,male
Reimar Fröbel,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Mercè Ferrer Bofill,has gender,female
Mercè Ferrer Bofill,has occupation,cook
Tamara Al Saadi,has gender,female
Tamara Al Saadi,has occupation,cook
Therese Kühner,has gender,female
Therese Kühner,has occupation,cook
Isabela Pauluzi,has gender,female
Isabela Pauluzi,has occupation,cook
Renatta Moeloek,has gender,female
Renatta Moeloek,has occupation,cook
Trude Eide Straume,has gender,female
Trude Eide Straume,has occupation,cook
Laurie Wolf,has gender,female
Laurie Wolf,has occupation,cook
Katie Lee,has gender,female
Katie Lee,has occupation,cook
Julee Rosso,has gender,female
Julee Rosso,has occupation,cook
Candace Nelson,has gender,female
Candace Nelson,has occupation,cook
Tracy Eboigbodin,has gender,female
Tracy Eboigbodin,has occupation,cook
Maria Sandmayr,has gender,female
Maria Sandmayr,has occupation,cook
Patricia Wells,has gender,female
Patricia Wells,has occupation,cook
Maria Jesus Berrotaran Etxeberria,has gender,female
Maria Jesus Berrotaran Etxeberria,has occupation,cook
Desirée Jaks,has gender,female
Desirée Jaks,has occupation,cook
Virginia Demaria,has gender,female
Virginia Demaria,has occupation,cook
Daniela Soto-Innes,has gender,female
Daniela Soto-Innes,has occupation,cook
Pamela Villar,has gender,female
Pamela Villar,has occupation,cook
Palmirinha Onofre,has gender,female
Palmirinha Onofre,has occupation,cook
Mimi Kirk,has gender,female
Mimi Kirk,has occupation,cook
Marsia Taha,has gender,female
Marsia Taha,has occupation,cook
Isabelle Deschamps-Plante,has gender,female
Isabelle Deschamps-Plante,has occupation,cook
Douce Steiner,has gender,female
Douce Steiner,has occupation,cook
Ixta Belfrage,has gender,female
Ixta Belfrage,has occupation,cook
Mayra Rosales,has gender,female
Mayra Rosales,has occupation,cook
Kathy Cary,has gender,female
Kathy Cary,has occupation,cook
Shannon Hawley,has gender,female
Shannon Hawley,has occupation,cook
Miroslava Kronková,has gender,female
Miroslava Kronková,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Johan Joseph Faict,has gender,male
Johan Joseph Faict,has occupation,counselor
Carolus Van Volxem,has gender,male
Carolus Van Volxem,has occupation,counselor
Jozef Homans,has gender,male
Jozef Homans,has occupation,counselor
Jules Rayée,has gender,male
Jules Rayée,has occupation,counselor
Jiří Janalík,has gender,male
Jiří Janalík,has occupation,counselor
Q136564953,has gender,male
Q136564953,has occupation,counselor
Frans Kinnaer,has gender,male
Frans Kinnaer,has occupation,counselor
Martinus Stakenborghs,has gender,male
Martinus Stakenborghs,has occupation,counselor
Joannes Truyens,has gender,male
Joannes Truyens,has occupation,counselor
Petrus Vermylen,has gender,male
Petrus Vermylen,has occupation,counselor
Cornelius Huybreghts,has gender,male
Cornelius Huybreghts,has occupation,counselor
Jacobus Van Zeebroeck,has gender,male
Jacobus Van Zeebroeck,has occupation,counselor
Joannes-Baptista Verhulst,has gender,male
Joannes-Baptista Verhulst,has occupation,counselor
Felix Verbeylen,has gender,male
Felix Verbeylen,has occupation,counselor
Cornelius Van den Bogaert,has gender,male
Cornelius Van den Bogaert,has occupation,counselor
Josephus Hebbelinck,has gender,male
Josephus Hebbelinck,has occupation,counselor
Joannes-Baptista Van der Auwera,has gender,male
Joannes-Baptista Van der Auwera,has occupation,counselor
Egidius Van Camp,has gender,male
Egidius Van Camp,has occupation,counselor
Karel Kolen,has gender,male
Karel Kolen,has occupation,counselor
Jules Paheau,has gender,male
Jules Paheau,has occupation,counselor
Aloysius Van Segvelt,has gender,male
Aloysius Van Segvelt,has occupation,counselor
Jan Baptist Wyckmans,has gender,male
Jan Baptist Wyckmans,has occupation,counselor
Prosper Lecoutre,has gender,male
Prosper Lecoutre,has occupation,counselor
Petrus Vennekens,has gender,male
Petrus Vennekens,has occupation,counselor
Victor Spruyt,has gender,male
Victor Spruyt,has occupation,counselor
Charles Van Noten,has gender,male
Charles Van Noten,has occupation,counselor
John Cordray,has gender,male
John Cordray,has occupation,counselor
Joannes Batkin,has gender,male
Joannes Batkin,has occupation,counselor
Bradley Holt,has gender,male
Bradley Holt,has occupation,counselor
Terrance Burke,has gender,male
Terrance Burke,has occupation,counselor
Léon Brasseur,has gender,male
Léon Brasseur,has occupation,counselor
Pierre Bylo,has gender,male
Pierre Bylo,has occupation,counselor
Joannes Arnouts,has gender,male
Joannes Arnouts,has occupation,counselor
Eugenius Kuyl,has gender,male
Eugenius Kuyl,has occupation,counselor
Emile Inghels,has gender,male
Emile Inghels,has occupation,counselor
Andreas Van Herck,has gender,male
Andreas Van Herck,has occupation,counselor
Dan Petříček,has gender,male
Dan Petříček,has occupation,counselor
Young Gweon You,has gender,male
Young Gweon You,has occupation,counselor
Josephus Severin,has gender,male
Josephus Severin,has occupation,counselor
David Laing,has gender,male
David Laing,has occupation,counselor
Franciscus-Adolf De Clerck,has gender,male
Franciscus-Adolf De Clerck,has occupation,counselor
Guilielmus Thijs,has gender,male
Guilielmus Thijs,has occupation,counselor
Edmundus Tielemans,has gender,male
Edmundus Tielemans,has occupation,counselor
Costas Ch. Papaioannou,has gender,male
Costas Ch. Papaioannou,has occupation,counselor
Charles Tyck,has gender,male
Charles Tyck,has occupation,counselor
Jan-Baptist Van Roey,has gender,male
Jan-Baptist Van Roey,has occupation,counselor
Matthew E. Lemberger-Truelove,has gender,male
Matthew E. Lemberger-Truelove,has occupation,counselor
Edward Hays,has gender,male
Edward Hays,has occupation,counselor
Jean-Louis Schneider,has gender,male
Jean-Louis Schneider,has occupation,counselor
Louis Du Roussaux,has gender,male
Louis Du Roussaux,has occupation,counselor
Ludovicus Nollet,has gender,male
Ludovicus Nollet,has occupation,counselor
Jim Fay,has gender,male
Jim Fay,has occupation,counselor
Paul Ducret,has gender,male
Paul Ducret,has occupation,counselor
Emile De Jonghe,has gender,male
Emile De Jonghe,has occupation,counselor
Charles Coppieters Stochove,has gender,male
Charles Coppieters Stochove,has occupation,counselor
John H. Boudreau,has gender,male
John H. Boudreau,has occupation,counselor
Eduardus De Sany,has gender,male
Eduardus De Sany,has occupation,counselor
Joannes Van der Auwera,has gender,male
Joannes Van der Auwera,has occupation,counselor
Henricus Nihoul,has gender,male
Henricus Nihoul,has occupation,counselor
Pieter Krieckemans,has gender,male
Pieter Krieckemans,has occupation,counselor
Petrus Adriaenssens,has gender,male
Petrus Adriaenssens,has occupation,counselor
Achiel Godderis,has gender,male
Achiel Godderis,has occupation,counselor
Kyle Perry,has gender,male
Kyle Perry,has occupation,counselor
Philippus Emsens,has gender,male
Philippus Emsens,has occupation,counselor
Julius Jentil,has gender,male
Julius Jentil,has occupation,counselor
Firmin Michaux,has gender,male
Firmin Michaux,has occupation,counselor
Jean-Baptiste Van Calster,has gender,male
Jean-Baptiste Van Calster,has occupation,counselor
Ignatius Van Lissum,has gender,male
Ignatius Van Lissum,has occupation,counselor
Felix Van Beneden,has gender,male
Felix Van Beneden,has occupation,counselor
Aleš Wrana,has gender,male
Aleš Wrana,has occupation,counselor
Naina Athale,has gender,female
Naina Athale,has occupation,counselor
Susan Crozier,has gender,female
Susan Crozier,has occupation,counselor
Shelley Moore Capito,has gender,female
Shelley Moore Capito,has occupation,counselor
Wendy Kiang-Spray,has gender,female
Wendy Kiang-Spray,has occupation,counselor
Jayne Furlong,has gender,female
Jayne Furlong,has occupation,counselor
Alison Maynard Henry,has gender,female
Alison Maynard Henry,has occupation,counselor
Gorreti B. Bamwanga,has gender,female
Gorreti B. Bamwanga,has occupation,counselor
Julia Samuel,has gender,female
Julia Samuel,has occupation,counselor
Jaromíra Jirků,has gender,female
Jaromíra Jirků,has occupation,counselor
Beatriz de Rijke,has gender,female
Beatriz de Rijke,has occupation,counselor
Anne Davies,has gender,female
Anne Davies,has occupation,counselor
Shirleen Prasad,has gender,female
Shirleen Prasad,has occupation,counselor
Naoko Banno,has gender,female
Naoko Banno,has occupation,counselor
Marcelle Nader-Turner,has gender,female
Marcelle Nader-Turner,has occupation,counselor
Lynn McCrossin,has gender,female
Lynn McCrossin,has occupation,counselor
Loida Cruz Arroyo,has gender,female
Loida Cruz Arroyo,has occupation,counselor
Daphne Purves,has gender,female
Daphne Purves,has occupation,counselor
Ugboma Margaret,has gender,female
Ugboma Margaret,has occupation,counselor
Jeanice Caporaso,has gender,female
Jeanice Caporaso,has occupation,counselor
María del Carmen Álvarez de las Asturias Bohórquez Giráldez,has gender,female
María del Carmen Álvarez de las Asturias Bohórquez Giráldez,has occupation,counselor
Mary Whitwell Hale,has gender,female
Mary Whitwell Hale,has occupation,counselor
Susanna Pain,has gender,female
Susanna Pain,has occupation,counselor
Hannah Maynard Pickard,has gender,female
Hannah Maynard Pickard,has occupation,counselor
Ella H. Brockway Avann,has gender,female
Ella H. Brockway Avann,has occupation,counselor
Maggie Pearson,has gender,female
Maggie Pearson,has occupation,counselor
Q120597154,has gender,female
Q120597154,has occupation,counselor
Leah Randolph,has gender,female
Leah Randolph,has occupation,counselor
Xanti Schawinsky,has gender,male
Xanti Schawinsky,has occupation,designer
Carl Ernst Kropp,has gender,male
Carl Ernst Kropp,has occupation,designer
Phil Janze,has gender,male
Phil Janze,has occupation,designer
Robert Schwarz,has gender,male
Robert Schwarz,has occupation,designer
Hendricus Johannes Alexis Nieberg,has gender,male
Hendricus Johannes Alexis Nieberg,has occupation,designer
Ben Drury,has gender,male
Ben Drury,has occupation,designer
Svalte Stridbeck,has gender,male
Svalte Stridbeck,has occupation,designer
Hossein Khosrojerdi,has gender,male
Hossein Khosrojerdi,has occupation,designer
Jakob Jäger,has gender,male
Jakob Jäger,has occupation,designer
Balázs Balázs-Piri,has gender,male
Balázs Balázs-Piri,has occupation,designer
Flórián Botos,has gender,male
Flórián Botos,has occupation,designer
Tomás López Enguídanos,has gender,male
Tomás López Enguídanos,has occupation,designer
Pierre-Adrien Graillon,has gender,male
Pierre-Adrien Graillon,has occupation,designer
Wes Ball,has gender,male
Wes Ball,has occupation,designer
Sotirios Voulgaris,has gender,male
Sotirios Voulgaris,has occupation,designer
Christian Forssell,has gender,male
Christian Forssell,has occupation,designer
Moses Tobias Wetzlar,has gender,male
Moses Tobias Wetzlar,has occupation,designer
József Ferkovics,has gender,male
József Ferkovics,has occupation,designer
Ghanshyam Bodra,has gender,male
Ghanshyam Bodra,has occupation,designer
André Thévet,has gender,male
André Thévet,has occupation,designer
Jean Henri Willibrord Gomand,has gender,male
Jean Henri Willibrord Gomand,has occupation,designer
Franz Rickert,has gender,male
Franz Rickert,has occupation,designer
Fabrizio Schiavi,has gender,male
Fabrizio Schiavi,has occupation,designer
Dave McKean,has gender,male
Dave McKean,has occupation,designer
George Edward Perine,has gender,male
George Edward Perine,has occupation,designer
Kumiyo Nakai,has gender,male
Kumiyo Nakai,has occupation,designer
Hug Graf,has gender,male
Hug Graf,has occupation,designer
James Hoare,has gender,male
James Hoare,has occupation,designer
Master of the Death of the Virgin,has gender,male
Master of the Death of the Virgin,has occupation,designer
Count Franz Pocci,has gender,male
Count Franz Pocci,has occupation,designer
Karol Gwóźdź,has gender,male
Karol Gwóźdź,has occupation,designer
László Dinyés,has gender,male
László Dinyés,has occupation,designer
Milan Alexandru Florian,has gender,male
Milan Alexandru Florian,has occupation,designer
Mario Grasso,has gender,male
Mario Grasso,has occupation,designer
Hieronymus Berghauser,has gender,male
Hieronymus Berghauser,has occupation,designer
Edmond Henri Becker,has gender,male
