subject,relation,object
Edith Kent,has occupation,construction_worker
Daisy Sweeney,has gender,female
Daisy Sweeney,has occupation,construction_worker
Gertrude Bray,has gender,female
Gertrude Bray,has occupation,construction_worker
Jaroslava Škarková,has gender,female
Jaroslava Škarková,has occupation,construction_worker
Nora Kindermann,has gender,female
Nora Kindermann,has occupation,construction_worker
Valentina Savinova,has gender,female
Valentina Savinova,has occupation,construction_worker
Emma Eros,has gender,female
Emma Eros,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Grzegorz Łapanowski,has gender,male
Grzegorz Łapanowski,has occupation,cook
Dennis Leary,has gender,male
Dennis Leary,has occupation,cook
Wilhelm Visintainer,has gender,male
Wilhelm Visintainer,has occupation,cook
Charles Tjessem,has gender,male
Charles Tjessem,has occupation,cook
Michael Psilakis,has gender,male
Michael Psilakis,has occupation,cook
Felix Benz,has gender,male
Felix Benz,has occupation,cook
Jung Márton,has gender,male
Jung Márton,has occupation,cook
Amir Shurush,has gender,male
Amir Shurush,has occupation,cook
Stevan Paul,has gender,male
Stevan Paul,has occupation,cook
Ernesto Prosperi,has gender,male
Ernesto Prosperi,has occupation,cook
Rolf Anschütz,has gender,male
Rolf Anschütz,has occupation,cook
Q81199142,has gender,male
Q81199142,has occupation,cook
S. G. Sender,has gender,male
S. G. Sender,has occupation,cook
Roger Joya,has gender,male
Roger Joya,has occupation,cook
Reinhard Gerer,has gender,male
Reinhard Gerer,has occupation,cook
Isao Tsuji,has gender,male
Isao Tsuji,has occupation,cook
Geert Van Hecke,has gender,male
Geert Van Hecke,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Mercè Ferrer Bofill,has gender,female
Mercè Ferrer Bofill,has occupation,cook
Tamara Al Saadi,has gender,female
Tamara Al Saadi,has occupation,cook
Therese Kühner,has gender,female
Therese Kühner,has occupation,cook
Isabela Pauluzi,has gender,female
Isabela Pauluzi,has occupation,cook
Renatta Moeloek,has gender,female
Renatta Moeloek,has occupation,cook
Trude Eide Straume,has gender,female
Trude Eide Straume,has occupation,cook
Laurie Wolf,has gender,female
Laurie Wolf,has occupation,cook
Katie Lee,has gender,female
Katie Lee,has occupation,cook
Julee Rosso,has gender,female
Julee Rosso,has occupation,cook
Candace Nelson,has gender,female
Candace Nelson,has occupation,cook
Tracy Eboigbodin,has gender,female
Tracy Eboigbodin,has occupation,cook
Maria Sandmayr,has gender,female
Maria Sandmayr,has occupation,cook
Patricia Wells,has gender,female
Patricia Wells,has occupation,cook
Maria Jesus Berrotaran Etxeberria,has gender,female
Maria Jesus Berrotaran Etxeberria,has occupation,cook
Desirée Jaks,has gender,female
Desirée Jaks,has occupation,cook
Virginia Demaria,has gender,female
Virginia Demaria,has occupation,cook
Daniela Soto-Innes,has gender,female
Daniela Soto-Innes,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Johan Joseph Faict,has gender,male
Johan Joseph Faict,has occupation,counselor
Carolus Van Volxem,has gender,male
Carolus Van Volxem,has occupation,counselor
Jozef Homans,has gender,male
Jozef Homans,has occupation,counselor
Jules Rayée,has gender,male
Jules Rayée,has occupation,counselor
Jiří Janalík,has gender,male
Jiří Janalík,has occupation,counselor
Q136564953,has gender,male
Q136564953,has occupation,counselor
Frans Kinnaer,has gender,male
Frans Kinnaer,has occupation,counselor
Martinus Stakenborghs,has gender,male
Martinus Stakenborghs,has occupation,counselor
Joannes Truyens,has gender,male
Joannes Truyens,has occupation,counselor
Petrus Vermylen,has gender,male
Petrus Vermylen,has occupation,counselor
Cornelius Huybreghts,has gender,male
Cornelius Huybreghts,has occupation,counselor
Jacobus Van Zeebroeck,has gender,male
Jacobus Van Zeebroeck,has occupation,counselor
Joannes-Baptista Verhulst,has gender,male
Joannes-Baptista Verhulst,has occupation,counselor
Felix Verbeylen,has gender,male
Felix Verbeylen,has occupation,counselor
Cornelius Van den Bogaert,has gender,male
Cornelius Van den Bogaert,has occupation,counselor
Josephus Hebbelinck,has gender,male
Josephus Hebbelinck,has occupation,counselor
Joannes-Baptista Van der Auwera,has gender,male
Joannes-Baptista Van der Auwera,has occupation,counselor
Naina Athale,has gender,female
Naina Athale,has occupation,counselor
Susan Crozier,has gender,female
Susan Crozier,has occupation,counselor
Shelley Moore Capito,has gender,female
Shelley Moore Capito,has occupation,counselor
Wendy Kiang-Spray,has gender,female
Wendy Kiang-Spray,has occupation,counselor
Jayne Furlong,has gender,female
Jayne Furlong,has occupation,counselor
Alison Maynard Henry,has gender,female
Alison Maynard Henry,has occupation,counselor
Gorreti B. Bamwanga,has gender,female
Gorreti B. Bamwanga,has occupation,counselor
Julia Samuel,has gender,female
Julia Samuel,has occupation,counselor
Jaromíra Jirků,has gender,female
Jaromíra Jirků,has occupation,counselor
Beatriz de Rijke,has gender,female
Beatriz de Rijke,has occupation,counselor
Anne Davies,has gender,female
Anne Davies,has occupation,counselor
Shirleen Prasad,has gender,female
Shirleen Prasad,has occupation,counselor
Naoko Banno,has gender,female
Naoko Banno,has occupation,counselor
Marcelle Nader-Turner,has gender,female
Marcelle Nader-Turner,has occupation,counselor
Lynn McCrossin,has gender,female
Lynn McCrossin,has occupation,counselor
Loida Cruz Arroyo,has gender,female
Loida Cruz Arroyo,has occupation,counselor
Daphne Purves,has gender,female
Daphne Purves,has occupation,counselor
Ugboma Margaret,has gender,female
Ugboma Margaret,has occupation,counselor
Jeanice Caporaso,has gender,female
Jeanice Caporaso,has occupation,counselor
María del Carmen Álvarez de las Asturias Bohórquez Giráldez,has gender,female
María del Carmen Álvarez de las Asturias Bohórquez Giráldez,has occupation,counselor
Xanti Schawinsky,has gender,male
Xanti Schawinsky,has occupation,designer
Carl Ernst Kropp,has gender,male
Carl Ernst Kropp,has occupation,designer
Phil Janze,has gender,male
Phil Janze,has occupation,designer
Robert Schwarz,has gender,male
Robert Schwarz,has occupation,designer
Hendricus Johannes Alexis Nieberg,has gender,male
Hendricus Johannes Alexis Nieberg,has occupation,designer
Ben Drury,has gender,male
Ben Drury,has occupation,designer
Svalte Stridbeck,has gender,male
Svalte Stridbeck,has occupation,designer
Hossein Khosrojerdi,has gender,male
Hossein Khosrojerdi,has occupation,designer
Jakob Jäger,has gender,male
Jakob Jäger,has occupation,designer
Balázs Balázs-Piri,has gender,male
Balázs Balázs-Piri,has occupation,designer
Flórián Botos,has gender,male
Flórián Botos,has occupation,designer
Tomás López Enguídanos,has gender,male
Tomás López Enguídanos,has occupation,designer
Pierre-Adrien Graillon,has gender,male
Pierre-Adrien Graillon,has occupation,designer
Wes Ball,has gender,male
Wes Ball,has occupation,designer
Sotirios Voulgaris,has gender,male
Sotirios Voulgaris,has occupation,designer
Christian Forssell,has gender,male
Christian Forssell,has occupation,designer
Moses Tobias Wetzlar,has gender,male
Moses Tobias Wetzlar,has occupation,designer
József Ferkovics,has gender,male
József Ferkovics,has occupation,designer
Ghanshyam Bodra,has gender,male
Ghanshyam Bodra,has occupation,designer
André Thévet,has gender,male
André Thévet,has occupation,designer
Anne Desmet,has gender,female
Anne Desmet,has occupation,designer
Maria Hofker-Rueter,has gender,female
Maria Hofker-Rueter,has occupation,designer
Ferol Sibley Warthen,has gender,female
Ferol Sibley Warthen,has occupation,designer
Patricia Domingues,has gender,female
Patricia Domingues,has occupation,designer
Marian Bantjes,has gender,female
Marian Bantjes,has occupation,designer
Cato Berlage,has gender,female
Cato Berlage,has occupation,designer
Margarete Pausinger,has gender,female
Margarete Pausinger,has occupation,designer
Hanne Kvist,has gender,female
Hanne Kvist,has occupation,designer
Sarah Micklem,has gender,female
Sarah Micklem,has occupation,designer
Emilie Martine van Walree,has gender,female
Emilie Martine van Walree,has occupation,designer
Patricia Saunders,has gender,female
Patricia Saunders,has occupation,designer
Jana Dolanská Hrachová,has gender,female
Jana Dolanská Hrachová,has occupation,designer
Glenna Goodacre,has gender,female
Glenna Goodacre,has occupation,designer
J.P. van der Does,has gender,female
J.P. van der Does,has occupation,designer
Randi Knapstad,has gender,female
Randi Knapstad,has occupation,designer
Paulina Matosek,has gender,female
Paulina Matosek,has occupation,designer
Nel van der Chijs,has gender,female
Nel van der Chijs,has occupation,designer
Dóra Keresztes,has gender,female
Dóra Keresztes,has occupation,designer
Pilvi Ojamaa,has gender,female
Pilvi Ojamaa,has occupation,designer
Pierrette Lambert,has gender,female
Pierrette Lambert,has occupation,designer
Zinhor Nasri,has gender,male
Zinhor Nasri,has occupation,developer
Pavel Mžourek,has gender,male
Pavel Mžourek,has occupation,developer
Dmitry Lozinsky,has gender,male
Dmitry Lozinsky,has occupation,developer
Shawn Bayern,has gender,male
Shawn Bayern,has occupation,developer
Peter Oliphant,has gender,male
Peter Oliphant,has occupation,developer
Xavier Leroy,has gender,male
Xavier Leroy,has occupation,developer
James Gross,has gender,male
James Gross,has occupation,developer
Erkin Khidirov,has gender,male
Erkin Khidirov,has occupation,developer
Marek Gayer,has gender,male
Marek Gayer,has occupation,developer
Sébastien Conejo,has gender,male
Sébastien Conejo,has occupation,developer
Andrew John Hughes,has gender,male
Andrew John Hughes,has occupation,developer
David Wilson,has gender,male
David Wilson,has occupation,developer
Lentin Joseph,has gender,male
Lentin Joseph,has occupation,developer
Ben Elliston,has gender,male
Ben Elliston,has occupation,developer
Seumas McNally,has gender,male
Seumas McNally,has occupation,developer
Thibaut Hanson,has gender,male
Thibaut Hanson,has occupation,developer
Morten Brenna,has gender,male
Morten Brenna,has occupation,developer
Bakari Mustafa,has gender,male
Bakari Mustafa,has occupation,developer
James Hare,has gender,male
James Hare,has occupation,developer
Miroslav Fídler,has gender,male
Miroslav Fídler,has occupation,developer
Arielle Gordon,has gender,female
Arielle Gordon,has occupation,developer
Brigit Lichtenegger,has gender,female
Brigit Lichtenegger,has occupation,developer
Line Arlien-Søborg,has gender,female
Line Arlien-Søborg,has occupation,developer
Diana Gutman,has gender,female
Diana Gutman,has occupation,developer
Q106764460,has gender,female
Q106764460,has occupation,developer
Ann Hardy,has gender,female
Ann Hardy,has occupation,developer
Q110646264,has gender,female
Q110646264,has occupation,developer
Carolyn Taylor,has gender,female
Carolyn Taylor,has occupation,developer
Meghan Cross,has gender,female
Meghan Cross,has occupation,developer
Claudia Victoria Poblete Hlaczik,has gender,female
Claudia Victoria Poblete Hlaczik,has occupation,developer
Lauren Lee McCarthy,has gender,female
Lauren Lee McCarthy,has occupation,developer
Q107412589,has gender,female
Q107412589,has occupation,developer
Ellen Ullman,has gender,female
Ellen Ullman,has occupation,developer
Valeryja Čarnamorcava,has gender,female
Valeryja Čarnamorcava,has occupation,developer
Guðrún Gunnarsdóttir,has gender,female
Guðrún Gunnarsdóttir,has occupation,developer
Paola Villarreal,has gender,female
Paola Villarreal,has occupation,developer
Eva Malá,has gender,female
Eva Malá,has occupation,developer
Liane Décary-Chen,has gender,female
Liane Décary-Chen,has occupation,developer
Sofia Lindow,has gender,female
Sofia Lindow,has occupation,developer
Taskeen Fatima Basha,has gender,female
Taskeen Fatima Basha,has occupation,developer
Sven Verbrugge,has gender,male
Sven Verbrugge,has occupation,driver
Thomas Bieberbach,has gender,male
Thomas Bieberbach,has occupation,driver
Q60987228,has gender,male
Q60987228,has occupation,driver
Richard Hofmann,has gender,male
Richard Hofmann,has occupation,driver
Edward John Morrison,has gender,male
Edward John Morrison,has occupation,driver
Takashi Toda,has gender,male
Takashi Toda,has occupation,driver
Sergey Agapov,has gender,male
Sergey Agapov,has occupation,driver
Magnus Karlsson,has gender,male
Magnus Karlsson,has occupation,driver
Dmitry Komar,has gender,male
Dmitry Komar,has occupation,driver
Štefan Svitko,has gender,male
Štefan Svitko,has occupation,driver
Brian Morrison,has gender,male
Brian Morrison,has occupation,driver
Roberto Rolfo,has gender,male
Roberto Rolfo,has occupation,driver
Antoine Antignac,has gender,male
Antoine Antignac,has occupation,driver
Edward Mazur,has gender,male
Edward Mazur,has occupation,driver
Wolfgang Lahoda,has gender,male
Wolfgang Lahoda,has occupation,driver
Ron Nelson,has gender,male
Ron Nelson,has occupation,driver
Akira Komuro,has gender,male
Akira Komuro,has occupation,driver
Ernie Roccio,has gender,male
Ernie Roccio,has occupation,driver
Q15065384,has gender,male
Q15065384,has occupation,driver
Ángel García,has gender,male
Ángel García,has occupation,driver
Louise Scherbyn,has gender,female
Louise Scherbyn,has occupation,driver
Q29108448,has gender,female
Q29108448,has occupation,driver
Viera Oborníková,has gender,female
Viera Oborníková,has occupation,driver
Luna Köckritz,has gender,female
Luna Köckritz,has occupation,driver
Vera Holme,has gender,female
Vera Holme,has occupation,driver
Q98239750,has gender,female
Q98239750,has occupation,driver
Lisa Akin,has gender,female
Lisa Akin,has occupation,driver
Salma Khatun,has gender,female
Salma Khatun,has occupation,driver
Yvonne Myriam,has gender,female
Yvonne Myriam,has occupation,driver
Henryka Krystyna Krzywonos-Strycharska,has gender,female
Henryka Krystyna Krzywonos-Strycharska,has occupation,driver
Q23659433,has gender,female
Q23659433,has occupation,driver
Sandra Gómez,has gender,female
Sandra Gómez,has occupation,driver
Rigmor Gnatt,has gender,female
Rigmor Gnatt,has occupation,driver
Evelyn May Cridlan,has gender,female
Evelyn May Cridlan,has occupation,driver
Marcia Alves de Oliveira,has gender,female
Marcia Alves de Oliveira,has occupation,driver
Almeda Rive,has gender,female
Almeda Rive,has occupation,driver
SJ Harris,has gender,female
SJ Harris,has occupation,driver
Jolene Van Vugt,has gender,female
Jolene Van Vugt,has occupation,driver
Tia Cris,has gender,female
Tia Cris,has occupation,driver
Ahafiia Adamchuk,has gender,female
Ahafiia Adamchuk,has occupation,driver
Per-Arne Bjerke,has gender,male
Per-Arne Bjerke,has occupation,editor
Odd Egil Valderhaug,has gender,male
Odd Egil Valderhaug,has occupation,editor
Honza Musil,has gender,male
Honza Musil,has occupation,editor
Hrant Devejyan,has gender,male
Hrant Devejyan,has occupation,editor
Charles Levin,has gender,male
Charles Levin,has occupation,editor
Jiří Cieslar,has gender,male
Jiří Cieslar,has occupation,editor
Alois Adam,has gender,male
Alois Adam,has occupation,editor
Per Henrik Gullfoss,has gender,male
Per Henrik Gullfoss,has occupation,editor
Jan Grzenia,has gender,male
Jan Grzenia,has occupation,editor
Ales Bachyla,has gender,male
Ales Bachyla,has occupation,editor
Tsutomu Igarashi,has gender,male
Tsutomu Igarashi,has occupation,editor
Lev Korneshov,has gender,male
Lev Korneshov,has occupation,editor
Harutiun Svadjian,has gender,male
Harutiun Svadjian,has occupation,editor
Witold Bieńkowski,has gender,male
Witold Bieńkowski,has occupation,editor
Thomas Reschke,has gender,male
Thomas Reschke,has occupation,editor
Robert Forberg,has gender,male
Robert Forberg,has occupation,editor
Dénes Árpád Tóth,has gender,male
Dénes Árpád Tóth,has occupation,editor
Q106504909,has gender,male
Q106504909,has occupation,editor
Shōhei Tanida,has gender,male
Shōhei Tanida,has occupation,editor
Antoine de Choudens,has gender,male
Antoine de Choudens,has occupation,editor
Maria Helena Schmidt,has gender,female
Maria Helena Schmidt,has occupation,editor
Anita Tešovičová,has gender,female
Anita Tešovičová,has occupation,editor
Kira Paramonova,has gender,female
Kira Paramonova,has occupation,editor
Svetlana Korshunova,has gender,female
Svetlana Korshunova,has occupation,editor
Michelle P. So,has gender,female
Michelle P. So,has occupation,editor
Irina Petrovskaya,has gender,female
Irina Petrovskaya,has occupation,editor
Anneli Rådestad,has gender,female
Anneli Rådestad,has occupation,editor
Isabel Oakeshott,has gender,female
Isabel Oakeshott,has occupation,editor
Lyudmila Glazovskaya,has gender,female
Lyudmila Glazovskaya,has occupation,editor
Alena Joukova,has gender,female
Alena Joukova,has occupation,editor
Minna Wettstein-Adelt,has gender,female
Minna Wettstein-Adelt,has occupation,editor
Valentina Pimanova,has gender,female
Valentina Pimanova,has occupation,editor
Jožka Jabůrková,has gender,female
Jožka Jabůrková,has occupation,editor
Lada Galina,has gender,female
Lada Galina,has occupation,editor
Živa Čebulj,has gender,female
Živa Čebulj,has occupation,editor
Heidi Hohner,has gender,female
Heidi Hohner,has occupation,editor
Svitlana Uvarova,has gender,female
Svitlana Uvarova,has occupation,editor
Akemi Saitō,has gender,female
Akemi Saitō,has occupation,editor
Radana Litošová,has gender,female
Radana Litošová,has occupation,editor
Larysa Ivshyna,has gender,female
Larysa Ivshyna,has occupation,editor
Elliot Lillico,has gender,male
Elliot Lillico,has occupation,farmer
Muhammed edh-Dhib,has gender,male
Muhammed edh-Dhib,has occupation,farmer
Jean-Baptiste Van Mons,has gender,male
Jean-Baptiste Van Mons,has occupation,farmer
Claude Martin Roblin,has gender,male
Claude Martin Roblin,has occupation,farmer
Sebastian Binz,has gender,male
Sebastian Binz,has occupation,farmer
David Armitage Bannerman,has gender,male
David Armitage Bannerman,has occupation,farmer
Jakob Geiger,has gender,male
Jakob Geiger,has occupation,farmer
Maurice Lagathu,has gender,male
Maurice Lagathu,has occupation,farmer
Earle Drope,has gender,male
Earle Drope,has occupation,farmer
Philipp Heinrich Dunker,has gender,male
Philipp Heinrich Dunker,has occupation,farmer
Gustav Roesicke,has gender,male
Gustav Roesicke,has occupation,farmer
Cowboy Morgan Evans,has gender,male
Cowboy Morgan Evans,has occupation,farmer
István Frendel,has gender,male
István Frendel,has occupation,farmer
Barry Wakelin,has gender,male
Barry Wakelin,has occupation,farmer
Reinhard Szibor,has gender,male
Reinhard Szibor,has occupation,farmer
Dan Taylor,has gender,male
Dan Taylor,has occupation,farmer
Eric Spooner,has gender,male
Eric Spooner,has occupation,farmer
Józef Strumiłło,has gender,male
Józef Strumiłło,has occupation,farmer
Luis Rodolfo Lazo Maldonado,has gender,male
Luis Rodolfo Lazo Maldonado,has occupation,farmer
Joseph Thoma,has gender,male
Joseph Thoma,has occupation,farmer
Manda Klancir,has gender,female
Manda Klancir,has occupation,farmer
Jo Sanghi,has gender,female
Jo Sanghi,has occupation,farmer
Mana Takatsuka,has gender,female
Mana Takatsuka,has occupation,farmer
Hortense Gezelle,has gender,female
Hortense Gezelle,has occupation,farmer
Mai Ueno,has gender,female
Mai Ueno,has occupation,farmer
Anne Armstrong,has gender,female
Anne Armstrong,has occupation,farmer
Yūka Sugisawa,has gender,female
Yūka Sugisawa,has occupation,farmer
Jamaica Kincaid,has gender,female
Jamaica Kincaid,has occupation,farmer
Haruna Jitsu,has gender,female
Haruna Jitsu,has occupation,farmer
Haruka Kano,has gender,female
Haruka Kano,has occupation,farmer
Kaoru Sumiya,has gender,female
Kaoru Sumiya,has occupation,farmer
Jódís Sveinsdóttir,has gender,female
Jódís Sveinsdóttir,has occupation,farmer
Q21710248,has gender,female
Q21710248,has occupation,farmer
Christina Gregg,has gender,female
Christina Gregg,has occupation,farmer
Q16170523,has gender,female
Q16170523,has occupation,farmer
Hiroko Yoshino,has gender,female
Hiroko Yoshino,has occupation,farmer
Yuri Sakurai,has gender,female
Yuri Sakurai,has occupation,farmer
Benoîte Rencurel,has gender,female
Benoîte Rencurel,has occupation,farmer
Cecylia Krzemińska,has gender,female
Cecylia Krzemińska,has occupation,farmer
Mayuko Saitō,has gender,female
Mayuko Saitō,has occupation,farmer
Josef Vacek,has gender,male
Josef Vacek,has occupation,hairdresser
Adam A. Schjølberg,has gender,male
Adam A. Schjølberg,has occupation,hairdresser
Ricard Simó i Bach,has gender,male
Ricard Simó i Bach,has occupation,hairdresser
Frank Padilha,has gender,male
Frank Padilha,has occupation,hairdresser
Jose Solano de Oliveira,has gender,male
Jose Solano de Oliveira,has occupation,hairdresser
Gustav Wuckic,has gender,male
Gustav Wuckic,has occupation,hairdresser
Brad Mondo,has gender,male
Brad Mondo,has occupation,hairdresser
Joshua Galvin,has gender,male
Joshua Galvin,has occupation,hairdresser
Scott W. Farley,has gender,male
Scott W. Farley,has occupation,hairdresser
Christien Tinsley,has gender,male
Christien Tinsley,has occupation,hairdresser
Kang Chang-gu,has gender,male
Kang Chang-gu,has occupation,hairdresser
Frank Zucholowsky,has gender,male
Frank Zucholowsky,has occupation,hairdresser
Vincent Baudoux,has gender,male
Vincent Baudoux,has occupation,hairdresser
Harald Klute,has gender,male
Harald Klute,has occupation,hairdresser
Daniel Galvin,has gender,male
Daniel Galvin,has occupation,hairdresser
Florian Zeughan,has gender,male
Florian Zeughan,has occupation,hairdresser
Kerimcan Durmaz,has gender,male
Kerimcan Durmaz,has occupation,hairdresser
Jim Hutton,has gender,male
Jim Hutton,has occupation,hairdresser
Karsten Reinert,has gender,male
Karsten Reinert,has occupation,hairdresser
Kläre Fußbach,has gender,male
Kläre Fußbach,has occupation,hairdresser
Amira Pocher,has gender,female
Amira Pocher,has occupation,hairdresser
Katrin Wahlberg,has gender,female
Katrin Wahlberg,has occupation,hairdresser
Tirzah Strässle,has gender,female
Tirzah Strässle,has occupation,hairdresser
Isamaya Ffrench,has gender,female
Isamaya Ffrench,has occupation,hairdresser
Evelyn Book,has gender,female
Evelyn Book,has occupation,hairdresser
Romana Karlíková,has gender,female
Romana Karlíková,has occupation,hairdresser
Teruko Kobayashi,has gender,female
Teruko Kobayashi,has occupation,hairdresser
Maike Heinlein,has gender,female
Maike Heinlein,has occupation,hairdresser
Mirai Matsuda,has gender,female
Mirai Matsuda,has occupation,hairdresser
Kelly Phillips,has gender,female
Kelly Phillips,has occupation,hairdresser
Kristina Abelli Elander,has gender,female
Kristina Abelli Elander,has occupation,hairdresser
Q131924543,has gender,female
Q131924543,has occupation,hairdresser
Evelyn Preece,has gender,female
Evelyn Preece,has occupation,hairdresser
Anne Marie Bradley,has gender,female
Anne Marie Bradley,has occupation,hairdresser
Leila Mäkynen,has gender,female
Leila Mäkynen,has occupation,hairdresser
Olga Cruz,has gender,female
Olga Cruz,has occupation,hairdresser
Kaniz Ali,has gender,female
Kaniz Ali,has occupation,hairdresser
Diana Vitikačová,has gender,female
Diana Vitikačová,has occupation,hairdresser
Tara Fela-Durotoye,has gender,female
Tara Fela-Durotoye,has occupation,hairdresser
Ilana Harkavi,has gender,female
Ilana Harkavi,has occupation,hairdresser
Marcelino Francisco de Souza,has gender,male
Marcelino Francisco de Souza,has occupation,housekeeper
Andrée Rocher,has gender,male
Andrée Rocher,has occupation,housekeeper
Arthur Newall,has gender,male
Arthur Newall,has occupation,housekeeper
Ernst Brouze,has gender,male
Ernst Brouze,has occupation,housekeeper
Gary Washington,has gender,male
Gary Washington,has occupation,housekeeper
Yves Le Seigle,has gender,male
Yves Le Seigle,has occupation,housekeeper
Felicia Dorothea Kate Dover,has gender,female
Felicia Dorothea Kate Dover,has occupation,housekeeper
Emma Bruch,has gender,female
Emma Bruch,has occupation,housekeeper
Clara Dijkstra,has gender,female
Clara Dijkstra,has occupation,housekeeper
Pieternella Kwikkers,has gender,female
Pieternella Kwikkers,has occupation,housekeeper
Elizabeth Rasmussen Sundberg,has gender,female
Elizabeth Rasmussen Sundberg,has occupation,housekeeper
Helene Demuth,has gender,female
Helene Demuth,has occupation,housekeeper
Robert Menge,has gender,male
Robert Menge,has occupation,janitor
Giuseppe Garibaldi,has gender,male
Giuseppe Garibaldi,has occupation,janitor
Sven Gustaf Hellström,has gender,male
Sven Gustaf Hellström,has occupation,janitor
Louis Müller,has gender,male
Louis Müller,has occupation,janitor
Johannes Seifert,has gender,male
Johannes Seifert,has occupation,janitor
Mulugeta Seraw,has gender,male
Mulugeta Seraw,has occupation,janitor
Leo Klinger,has gender,male
Leo Klinger,has occupation,janitor
Günter Nagel,has gender,male
Günter Nagel,has occupation,janitor
Veijo Jäsberg,has gender,male
Veijo Jäsberg,has occupation,janitor
Christiaan Stokhuijzen,has gender,male
Christiaan Stokhuijzen,has occupation,janitor
Aasmund Wiik,has gender,male
Aasmund Wiik,has occupation,janitor
Rosa Maria da Silva,has gender,female
Rosa Maria da Silva,has occupation,janitor
Erzsébet Bősze,has gender,female
Erzsébet Bősze,has occupation,janitor
Marinalva Pereira da Silva,has gender,female
Marinalva Pereira da Silva,has occupation,janitor
Matea Bolívar,has gender,female
Matea Bolívar,has occupation,janitor
Lina Hirsch,has gender,female
Lina Hirsch,has occupation,janitor
Ilaria Cucchi,has gender,female
Ilaria Cucchi,has occupation,janitor
Harriet Redmond,has gender,female
Harriet Redmond,has occupation,janitor
Rachel Cliff,has gender,female
Rachel Cliff,has occupation,janitor
Q135781302,has gender,female
Q135781302,has occupation,janitor
Juliette Fournier,has gender,female
Juliette Fournier,has occupation,janitor
Daniel (Mansson) Ekman,has gender,male
Daniel (Mansson) Ekman,has occupation,laborer
Fritz Wilhelm Reisgies,has gender,male
Fritz Wilhelm Reisgies,has occupation,laborer
Lewin Dedeke,has gender,male
Lewin Dedeke,has occupation,laborer
Q120614595,has gender,male
Q120614595,has occupation,laborer
Thomas Germain,has gender,male
Thomas Germain,has occupation,laborer
Konstantin Krjukov,has gender,male
Konstantin Krjukov,has occupation,laborer
Antonio Arrabal,has gender,male
Antonio Arrabal,has occupation,laborer
Manfred Seidl,has gender,male
Manfred Seidl,has occupation,laborer
Christian Mittermeier,has gender,male
Christian Mittermeier,has occupation,laborer
Q124221208,has gender,male
Q124221208,has occupation,laborer
Marc Rennhack,has gender,male
Marc Rennhack,has occupation,laborer
Moritz Watrinet,has gender,male
Moritz Watrinet,has occupation,laborer
Nicholas Hilliard,has gender,male
Nicholas Hilliard,has occupation,laborer
Károly Szabó,has gender,male
Károly Szabó,has occupation,laborer
Carl Schuhmann,has gender,male
Carl Schuhmann,has occupation,laborer
John Roettiers,has gender,male
John Roettiers,has occupation,laborer
Jan Skaloš,has gender,male
Jan Skaloš,has occupation,laborer
Alcide Bontou,has gender,male
Alcide Bontou,has occupation,laborer
Pete Spence,has gender,male
Pete Spence,has occupation,laborer
Shinmon Tatsugorō,has gender,male
Shinmon Tatsugorō,has occupation,laborer
Anette Mülbaier,has gender,female
Anette Mülbaier,has occupation,laborer
Liliana Battle,has gender,female
Liliana Battle,has occupation,laborer
Felicita Kalinšek,has gender,female
Felicita Kalinšek,has occupation,laborer
Choumicha Chafaï,has gender,female
Choumicha Chafaï,has occupation,laborer
Françoise Mabille,has gender,female
Françoise Mabille,has occupation,laborer
Marsia Taha,has gender,female
Marsia Taha,has occupation,laborer
Marta Cortegano,has gender,female
Marta Cortegano,has occupation,laborer
Nuria Picas Albets,has gender,female
Nuria Picas Albets,has occupation,laborer
Ena May Neill,has gender,female
Ena May Neill,has occupation,laborer
Julie Wolfe,has gender,female
Julie Wolfe,has occupation,laborer
Marie Riet,has gender,female
Marie Riet,has occupation,laborer
Andrea Simmen,has gender,female
Andrea Simmen,has occupation,laborer
Rochelle Martin,has gender,female
Rochelle Martin,has occupation,laborer
Empress Peng,has gender,female
Empress Peng,has occupation,laborer
Valéria Longauerová,has gender,female
Valéria Longauerová,has occupation,laborer
Linnea Vihonen,has gender,female
Linnea Vihonen,has occupation,laborer
Gabriela Pavloňová,has gender,female
Gabriela Pavloňová,has occupation,laborer
Martina Kömpel,has gender,female
Martina Kömpel,has occupation,laborer
"Soamsawali, Princess Suddhanarinatha",has gender,female
"Soamsawali, Princess Suddhanarinatha",has occupation,laborer
Q120602707,has gender,female
Q120602707,has occupation,laborer
Eric Cantor,has gender,male
Eric Cantor,has occupation,lawyer
José Calvo Sotelo,has gender,male
José Calvo Sotelo,has occupation,lawyer
Andreas Stoch,has gender,male
Andreas Stoch,has occupation,lawyer
Juho Kusti Paasikivi,has gender,male
Juho Kusti Paasikivi,has occupation,lawyer
Michael M. Wood,has gender,male
