subject,relation,object
Örjan Noring,has occupation,construction_worker
Hermann Leyn,has gender,male
Hermann Leyn,has occupation,construction_worker
Stéphan Muller,has gender,male
Stéphan Muller,has occupation,construction_worker
Jakob Baumgart,has gender,male
Jakob Baumgart,has occupation,construction_worker
Q50670601,has gender,male
Q50670601,has occupation,construction_worker
Q18634014,has gender,male
Q18634014,has occupation,construction_worker
Milan Michal Harminc,has gender,male
Milan Michal Harminc,has occupation,construction_worker
John Ward Studebaker,has gender,male
John Ward Studebaker,has occupation,construction_worker
Julius Maurizio,has gender,male
Julius Maurizio,has occupation,construction_worker
Q130521583,has gender,male
Q130521583,has occupation,construction_worker
Jacob Jan Hamelink,has gender,male
Jacob Jan Hamelink,has occupation,construction_worker
Gulbrand Johnsen,has gender,male
Gulbrand Johnsen,has occupation,construction_worker
August Martin,has gender,male
August Martin,has occupation,construction_worker
Jozef Szvityel,has gender,male
Jozef Szvityel,has occupation,construction_worker
Yvon Crambes,has gender,male
Yvon Crambes,has occupation,construction_worker
Q131620997,has gender,male
Q131620997,has occupation,construction_worker
John Cocks,has gender,male
John Cocks,has occupation,construction_worker
Joseph Francis Rottmayer,has gender,male
Joseph Francis Rottmayer,has occupation,construction_worker
Evan Roberts,has gender,male
Evan Roberts,has occupation,construction_worker
Q123915253,has gender,male
Q123915253,has occupation,construction_worker
Hans Strohmeier,has gender,male
Hans Strohmeier,has occupation,construction_worker
Mathias Roos,has gender,male
Mathias Roos,has occupation,construction_worker
Hervé Lefevre,has gender,male
Hervé Lefevre,has occupation,construction_worker
João do Couto Silva,has gender,male
João do Couto Silva,has occupation,construction_worker
Thomas Voß,has gender,male
Thomas Voß,has occupation,construction_worker
Antonín Beba,has gender,male
Antonín Beba,has occupation,construction_worker
Bohumil Pánek,has gender,male
Bohumil Pánek,has occupation,construction_worker
Gedalia Frimak,has gender,male
Gedalia Frimak,has occupation,construction_worker
Jenő Nagy,has gender,male
Jenő Nagy,has occupation,construction_worker
Peter Andersson Lindstrand,has gender,male
Peter Andersson Lindstrand,has occupation,construction_worker
Richard Dawkins,has gender,male
Richard Dawkins,has occupation,construction_worker
Vratislav Pasovský,has gender,male
Vratislav Pasovský,has occupation,construction_worker
Anders Olin,has gender,male
Anders Olin,has occupation,construction_worker
Cristóbal de Aguilera,has gender,male
Cristóbal de Aguilera,has occupation,construction_worker
John Blunden,has occupation,construction_worker
Henry Lapp,has gender,male
Henry Lapp,has occupation,construction_worker
Dominique Rotelli,has gender,male
Dominique Rotelli,has occupation,construction_worker
Robert Vaughn,has gender,male
Robert Vaughn,has occupation,construction_worker
Petr Zítka,has gender,male
Petr Zítka,has occupation,construction_worker
Philipp Heger,has gender,male
Philipp Heger,has occupation,construction_worker
Otto Larsson,has gender,male
Otto Larsson,has occupation,construction_worker
Mario Fogliata,has gender,male
Mario Fogliata,has occupation,construction_worker
Louis Van de Velde-Van Steenlandt,has gender,male
Louis Van de Velde-Van Steenlandt,has occupation,construction_worker
Jörg Schmuzer,has gender,male
Jörg Schmuzer,has occupation,construction_worker
Edwin Claußen,has gender,male
Edwin Claußen,has occupation,construction_worker
Daniel Livingston,has gender,male
Daniel Livingston,has occupation,construction_worker
Henri Verbeure,has gender,male
Henri Verbeure,has occupation,construction_worker
Q4272625,has gender,male
Q4272625,has occupation,construction_worker
Joachim Zwingelberg,has gender,male
Joachim Zwingelberg,has occupation,construction_worker
Heinrich Blankebyl,has gender,male
Heinrich Blankebyl,has occupation,construction_worker
Fernand Evrard,has occupation,construction_worker
Lodovico Bombasio,has gender,male
Lodovico Bombasio,has occupation,construction_worker
František Kermer,has gender,male
František Kermer,has occupation,construction_worker
Heinrich Hagedorn,has gender,male
Heinrich Hagedorn,has occupation,construction_worker
Josef Maličký,has gender,male
Josef Maličký,has occupation,construction_worker
Edward Kenna,has gender,male
Edward Kenna,has occupation,construction_worker
W. Dassler,has gender,male
W. Dassler,has occupation,construction_worker
Jakob Wilhelm Hauer,has gender,male
Jakob Wilhelm Hauer,has occupation,construction_worker
John Creutzer,has occupation,construction_worker
Arnošt Živný,has gender,male
Arnošt Živný,has occupation,construction_worker
Václav Soukup,has gender,male
Václav Soukup,has occupation,construction_worker
Heinrich Wilhelm Tolle,has gender,male
Heinrich Wilhelm Tolle,has occupation,construction_worker
Josef Speicher,has gender,male
Josef Speicher,has occupation,construction_worker
Carl Koeppen,has gender,male
Carl Koeppen,has occupation,construction_worker
Jacob Wimmer,has gender,male
Jacob Wimmer,has occupation,construction_worker
Ferdinand Dermond,has gender,male
Ferdinand Dermond,has occupation,construction_worker
Per Stenhammar,has gender,male
Per Stenhammar,has occupation,construction_worker
Andreas Lutz,has gender,male
Andreas Lutz,has occupation,construction_worker
Samuel Brubaker Hartman,has gender,male
Samuel Brubaker Hartman,has occupation,construction_worker
Marko Andrijić,has gender,male
Marko Andrijić,has occupation,construction_worker
Thomas Ferrier,has gender,male
Thomas Ferrier,has occupation,construction_worker
Étienne Riguidel,has gender,male
Étienne Riguidel,has occupation,construction_worker
Bob Day,has gender,male
Bob Day,has occupation,construction_worker
Josef Farský,has gender,male
Josef Farský,has occupation,construction_worker
Steinbjørn O. Jacobsen,has gender,male
Steinbjørn O. Jacobsen,has occupation,construction_worker
Karl Platschky,has gender,male
Karl Platschky,has occupation,construction_worker
Eugen Losinger,has gender,male
Eugen Losinger,has occupation,construction_worker
Pieter Noorwits,has gender,male
Pieter Noorwits,has occupation,construction_worker
Antonio Eytor Canizo,has gender,male
Antonio Eytor Canizo,has occupation,construction_worker
Nikanor Davydov,has gender,male
Nikanor Davydov,has occupation,construction_worker
Vasily Gnevush,has gender,male
Vasily Gnevush,has occupation,construction_worker
Christian Riganò,has gender,male
Christian Riganò,has occupation,construction_worker
András Mayerhoffer,has gender,male
András Mayerhoffer,has occupation,construction_worker
Domingo Ayaso Oujo,has gender,male
Domingo Ayaso Oujo,has occupation,construction_worker
Leo Kneler,has gender,male
Leo Kneler,has occupation,construction_worker
Hans Böblinger,has gender,male
Hans Böblinger,has occupation,construction_worker
George Cuckson,has gender,male
George Cuckson,has occupation,construction_worker
Ismael El Jardinero,has gender,male
Ismael El Jardinero,has occupation,construction_worker
Eduard Wex,has gender,male
Eduard Wex,has occupation,construction_worker
Per Erikson,has gender,male
Per Erikson,has occupation,construction_worker
Joep Francotte,has gender,male
Joep Francotte,has occupation,construction_worker
Jiří Štěchovský,has gender,male
Jiří Štěchovský,has occupation,construction_worker
Emanuel Slama,has gender,male
Emanuel Slama,has occupation,construction_worker
Leonhard Dientzenhofer,has gender,male
Leonhard Dientzenhofer,has occupation,construction_worker
Otto Hansmann,has gender,male
Otto Hansmann,has occupation,construction_worker
Marcel Cerasollo,has gender,male
Marcel Cerasollo,has occupation,construction_worker
Karl Breiderhoff,has gender,male
Karl Breiderhoff,has occupation,construction_worker
Martin Rolke,has gender,male
Martin Rolke,has occupation,construction_worker
Lewis Howell,has gender,male
Lewis Howell,has occupation,construction_worker
Vital Lative,has gender,male
Vital Lative,has occupation,construction_worker
Marino Checo,has gender,male
Marino Checo,has occupation,construction_worker
Divino Olimpio dos Santos,has gender,male
Divino Olimpio dos Santos,has occupation,construction_worker
Karel Gajovský,has gender,male
Karel Gajovský,has occupation,construction_worker
Clement Jonckheer,has gender,male
Clement Jonckheer,has occupation,construction_worker
August Bernatz,has gender,male
August Bernatz,has occupation,construction_worker
Josef Priesel,has gender,male
Josef Priesel,has occupation,construction_worker
John Ross,has gender,male
John Ross,has occupation,construction_worker
Anton Schrotz,has gender,male
Anton Schrotz,has occupation,construction_worker
José da Cunha Ramos,has gender,male
José da Cunha Ramos,has occupation,construction_worker
Hermann Kube,has gender,male
Hermann Kube,has occupation,construction_worker
Hans Sommer,has gender,male
Hans Sommer,has occupation,construction_worker
Giovanni Battista Fizzoni,has gender,male
Giovanni Battista Fizzoni,has occupation,construction_worker
Joan Verkerk,has gender,male
Joan Verkerk,has occupation,construction_worker
Joseph Scheffler,has gender,male
Joseph Scheffler,has occupation,construction_worker
Wilhelm Metzing,has gender,male
Wilhelm Metzing,has occupation,construction_worker
Harri Leupold,has gender,male
Harri Leupold,has occupation,construction_worker
Leen van Dijke,has gender,male
Leen van Dijke,has occupation,construction_worker
Pascal Lécaille,has gender,male
Pascal Lécaille,has occupation,construction_worker
Marino Egisti,has gender,male
Marino Egisti,has occupation,construction_worker
Meir Grinberg,has gender,male
Meir Grinberg,has occupation,construction_worker
Gerhard Schnitger,has gender,male
Gerhard Schnitger,has occupation,construction_worker
Robert Hull,has gender,male
Robert Hull,has occupation,construction_worker
Manuel Mon Rouco,has gender,male
Manuel Mon Rouco,has occupation,construction_worker
Anton Schwarz,has gender,male
Anton Schwarz,has occupation,construction_worker
Burkhard Engelberg,has gender,male
Burkhard Engelberg,has occupation,construction_worker
Pierre Boulanger,has gender,male
Pierre Boulanger,has occupation,construction_worker
Benedikt Henrici,has gender,male
Benedikt Henrici,has occupation,construction_worker
Jörg Unkair,has gender,male
Jörg Unkair,has occupation,construction_worker
Ezechiel Eckhardt,has gender,male
Ezechiel Eckhardt,has occupation,construction_worker
Johann Martin Schmidt,has gender,male
Johann Martin Schmidt,has occupation,construction_worker
Glenn Bak,has gender,male
Glenn Bak,has occupation,construction_worker
Christian Lagler,has gender,male
Christian Lagler,has occupation,construction_worker
Johann Heinrich Arnold,has gender,male
Johann Heinrich Arnold,has occupation,construction_worker
Johann Christoph Kosch,has gender,male
Johann Christoph Kosch,has occupation,construction_worker
Q55102713,has gender,male
Q55102713,has occupation,construction_worker
Hermann Hederich,has gender,male
Hermann Hederich,has occupation,construction_worker
Frank Sproul,has gender,male
Frank Sproul,has occupation,construction_worker
Jindřich Rabas,has gender,male
Jindřich Rabas,has occupation,construction_worker
Jack Stewart,has gender,male
Jack Stewart,has occupation,construction_worker
Johannes Beretta,has gender,male
Johannes Beretta,has occupation,construction_worker
Tina Bellíssimo,has gender,female
Tina Bellíssimo,has occupation,construction_worker
Mathilde Imer,has gender,female
Mathilde Imer,has occupation,construction_worker
Q65198787,has gender,female
Q65198787,has occupation,construction_worker
Igor Shurupov,has gender,male
Igor Shurupov,has occupation,cook
David Halls,has gender,male
David Halls,has occupation,cook
Jeremy Salamon,has gender,male
Jeremy Salamon,has occupation,cook
Markus Maulavirta,has gender,male
Markus Maulavirta,has occupation,cook
Victor Hirtzler,has gender,male
Victor Hirtzler,has occupation,cook
Christian Hümbs,has gender,male
Christian Hümbs,has occupation,cook
Bertram Knudsen,has gender,male
Bertram Knudsen,has occupation,cook
Jan Fruziński,has gender,male
Jan Fruziński,has occupation,cook
Joris Bijdendijk,has gender,male
Joris Bijdendijk,has occupation,cook
Tyson Cole,has gender,male
Tyson Cole,has occupation,cook
André Soltner,has gender,male
André Soltner,has occupation,cook
Marco Vigano,has gender,male
Marco Vigano,has occupation,cook
Peter Moser,has gender,male
Peter Moser,has occupation,cook
Giovanni Vialardi,has gender,male
Giovanni Vialardi,has occupation,cook
Tim Mälzer,has gender,male
Tim Mälzer,has occupation,cook
Yi Ya,has gender,male
Yi Ya,has occupation,cook
Adolf Höhne,has gender,male
Adolf Höhne,has occupation,cook
Helmut Thieltges,has gender,male
Helmut Thieltges,has occupation,cook
Cucho La Rosa,has gender,male
Cucho La Rosa,has occupation,cook
Yvan Cadiou,has gender,male
Yvan Cadiou,has occupation,cook
Beerend Tammes,has gender,male
Beerend Tammes,has occupation,cook
Nobuo Murakami,has gender,male
Nobuo Murakami,has occupation,cook
Leo Bianchi,has gender,male
Leo Bianchi,has occupation,cook
Trond Moi,has gender,male
Trond Moi,has occupation,cook
Sergi Arola,has gender,male
Sergi Arola,has occupation,cook
Radim Procházka,has gender,male
Radim Procházka,has occupation,cook
Benjamin Parth,has gender,male
Benjamin Parth,has occupation,cook
Erich Lachmann,has gender,male
Erich Lachmann,has occupation,cook
David Myers,has gender,male
David Myers,has occupation,cook
Martín Berasategui,has gender,male
Martín Berasategui,has occupation,cook
Louis Perrin,has gender,male
Louis Perrin,has occupation,cook
Robert Lesenne,has gender,male
Robert Lesenne,has occupation,cook
Luke Nguyen,has gender,male
Luke Nguyen,has occupation,cook
Mikuláš Gottwald,has gender,male
Mikuláš Gottwald,has occupation,cook
Andy McDonald,has gender,male
Andy McDonald,has occupation,cook
Ben Ford,has gender,male
Ben Ford,has occupation,cook
Pierre Florack,has gender,male
Pierre Florack,has occupation,cook
Antonio Carluccio,has gender,male
Antonio Carluccio,has occupation,cook
Otto Koch,has gender,male
Otto Koch,has occupation,cook
Austin Kang,has gender,male
Austin Kang,has occupation,cook
Dominic Jeske,has gender,male
Dominic Jeske,has occupation,cook
François Payard,has occupation,cook
Ben Bettinger,has gender,male
Ben Bettinger,has occupation,cook
Christopher Gross,has gender,male
Christopher Gross,has occupation,cook
Don Yamauchi,has gender,male
Don Yamauchi,has occupation,cook
Q96252757,has gender,male
Q96252757,has occupation,cook
Mike Schurr,has gender,male
Mike Schurr,has occupation,cook
Arturo Dalhuisen,has gender,male
Arturo Dalhuisen,has occupation,cook
Stevo Karapandža,has gender,male
Stevo Karapandža,has occupation,cook
Heijun Chin,has gender,male
Heijun Chin,has occupation,cook
Stefan Neugebauer,has gender,male
Stefan Neugebauer,has occupation,cook
David Chang,has gender,male
David Chang,has occupation,cook
Hiroyuki Hiramatsu,has gender,male
Hiroyuki Hiramatsu,has occupation,cook
Lukas Jakobi,has gender,male
Lukas Jakobi,has occupation,cook
Jochen Moosmann,has gender,male
Jochen Moosmann,has occupation,cook
Eduard Hitzberger,has gender,male
Eduard Hitzberger,has occupation,cook
Guy Savoy,has gender,male
Guy Savoy,has occupation,cook
Scott Peacock,has gender,male
Scott Peacock,has occupation,cook
Carlos D. Cidon,has gender,male
Carlos D. Cidon,has occupation,cook
Floyd Bluntson,has gender,male
Floyd Bluntson,has occupation,cook
Steve Drake,has gender,male
Steve Drake,has occupation,cook
Graham Kerr,has gender,male
Graham Kerr,has occupation,cook
Eric Treuillé,has gender,male
Eric Treuillé,has occupation,cook
Jeff Mauro,has gender,male
Jeff Mauro,has occupation,cook
Hanuman Aspler,has gender,male
Hanuman Aspler,has occupation,cook
Michel Allex,has gender,male
Michel Allex,has occupation,cook
Anton Enns,has gender,male
Anton Enns,has occupation,cook
David Thompson,has gender,male
David Thompson,has occupation,cook
Osamu Ōtake,has gender,male
Osamu Ōtake,has occupation,cook
Claudio Sadler,has gender,male
Claudio Sadler,has occupation,cook
Denis Fétisson,has gender,male
Denis Fétisson,has occupation,cook
Keith Floyd,has gender,male
Keith Floyd,has occupation,cook
Aki Wahlman,has gender,male
Aki Wahlman,has occupation,cook
Q120602676,has gender,male
Q120602676,has occupation,cook
Matteo Guerinoni,has gender,male
Matteo Guerinoni,has occupation,cook
Anthony Morley,has gender,male
Anthony Morley,has occupation,cook
Florian Barbarot,has gender,male
Florian Barbarot,has occupation,cook
Hamada Sho,has gender,male
Hamada Sho,has occupation,cook
Vjekoslav Kramer,has gender,male
Vjekoslav Kramer,has occupation,cook
José Rubira,has gender,male
José Rubira,has occupation,cook
Guillaume Lebrun,has gender,male
Guillaume Lebrun,has occupation,cook
Hiromi Yamada,has gender,male
Hiromi Yamada,has occupation,cook
Adam Ragusea,has gender,male
Adam Ragusea,has occupation,cook
Q30903444,has gender,male
Q30903444,has occupation,cook
Vince Nguyen,has gender,male
Vince Nguyen,has occupation,cook
Louis -Yves Aubry,has gender,male
Louis -Yves Aubry,has occupation,cook
Tom Kerridge,has gender,male
Tom Kerridge,has occupation,cook
Masashiro Kasahara,has gender,male
Masashiro Kasahara,has occupation,cook
Avi Cohen,has gender,male
Avi Cohen,has occupation,cook
Alex Morin,has gender,male
Alex Morin,has occupation,cook
Dieter Biesler,has gender,male
Dieter Biesler,has occupation,cook
Ian Parmenter,has gender,male
Ian Parmenter,has occupation,cook
Ross Lewis,has gender,male
Ross Lewis,has occupation,cook
Thomas Martin,has gender,male
Thomas Martin,has occupation,cook
Gerd Wolfgang Sievers,has gender,male
Gerd Wolfgang Sievers,has occupation,cook
Maoz Alonim,has gender,male
Maoz Alonim,has occupation,cook
Josep Garcia i Fortuny,has gender,male
Josep Garcia i Fortuny,has occupation,cook
Scott Bryan,has gender,male
Scott Bryan,has occupation,cook
Erik Haemmerli,has gender,male
Erik Haemmerli,has occupation,cook
Cristian Bertol,has gender,male
Cristian Bertol,has occupation,cook
Moncef Meddeb,has gender,male
Moncef Meddeb,has occupation,cook
Víctor Quintillà,has gender,male
Víctor Quintillà,has occupation,cook
Christopher Sjuve,has gender,male
Christopher Sjuve,has occupation,cook
Roger van Damme,has gender,male
Roger van Damme,has occupation,cook
Hans Horberth,has gender,male
Hans Horberth,has occupation,cook
Junior Durski,has gender,male
Junior Durski,has occupation,cook
Arvid Skogseth,has gender,male
Arvid Skogseth,has occupation,cook
Petr Abramovič,has gender,male
Petr Abramovič,has occupation,cook
Hubert Wallner,has gender,male
Hubert Wallner,has occupation,cook
Tom Victor Gausdal,has gender,male
Tom Victor Gausdal,has occupation,cook
Tomáš Popp,has gender,male
Tomáš Popp,has occupation,cook
Jörg Sackmann,has gender,male
Jörg Sackmann,has occupation,cook
Erhard Schäfer,has gender,male
Erhard Schäfer,has occupation,cook
Grégoire Curmer,has gender,male
Grégoire Curmer,has occupation,cook
Sang Yoon,has gender,male
Sang Yoon,has occupation,cook
Rick Martínez,has gender,male
Rick Martínez,has occupation,cook
Jenő Rácz,has gender,male
Jenő Rácz,has occupation,cook
Fergus Henderson,has gender,male
Fergus Henderson,has occupation,cook
Tetsuya Saotome,has gender,male
Tetsuya Saotome,has occupation,cook
Phia Sing,has gender,male
Phia Sing,has occupation,cook
Robert Wiedmaier,has gender,male
Robert Wiedmaier,has occupation,cook
Jean Bardet,has gender,male
Jean Bardet,has occupation,cook
Jeremy Umansky,has gender,male
Jeremy Umansky,has occupation,cook
Ingo Holland,has gender,male
Ingo Holland,has occupation,cook
Richard Olney,has gender,male
Richard Olney,has occupation,cook
Patrice Caillault,has gender,male
Patrice Caillault,has occupation,cook
Virgilio Martínez,has gender,male
Virgilio Martínez,has occupation,cook
Jean-Rony Leriche,has gender,male
Jean-Rony Leriche,has occupation,cook
Mallory Gabsi,has gender,male
Mallory Gabsi,has occupation,cook
Javier Aranda,has gender,male
Javier Aranda,has occupation,cook
Chay Woerz,has gender,male
Chay Woerz,has occupation,cook
Christopher Maher,has gender,male
Christopher Maher,has occupation,cook
Gaetano Trovato,has gender,male
Gaetano Trovato,has occupation,cook
Ulrich Blum,has gender,male
Ulrich Blum,has occupation,cook
Jean-Michel Lorain,has gender,male
Jean-Michel Lorain,has occupation,cook
Hidemi Sugino,has occupation,cook
Takao Mishima,has gender,male
Takao Mishima,has occupation,cook
Albrecht Schütte,has gender,male
Albrecht Schütte,has occupation,cook
Yuri Nomura,has gender,female
Yuri Nomura,has occupation,cook
Sarah Helen Mahammitt,has gender,female
Sarah Helen Mahammitt,has occupation,cook
Katie Lee,has gender,female
Katie Lee,has occupation,cook
Gloria Gandiaga Goicoetxea,has gender,female
Gloria Gandiaga Goicoetxea,has occupation,cook
Iasmin Albuquerque,has gender,female
Iasmin Albuquerque,has occupation,cook
Rachel Klein,has gender,female
Rachel Klein,has occupation,cook
Jelka Koselj,has gender,female
Jelka Koselj,has occupation,cook
Adeparusi Damilola,has gender,female
Adeparusi Damilola,has occupation,cook
Maneet Chauhan,has gender,female
Maneet Chauhan,has occupation,cook
Maria Elizabeth Winblad,has gender,female
Maria Elizabeth Winblad,has occupation,cook
Helen Kafkis,has gender,female
Helen Kafkis,has occupation,cook
Louise Bourrat,has gender,female
Louise Bourrat,has occupation,cook
Gina Keatley,has gender,female
Gina Keatley,has occupation,cook
Cheryl Koh,has gender,female
Cheryl Koh,has occupation,cook
Rosa Kildahl,has gender,female
Rosa Kildahl,has occupation,cook
Lana Shabazz,has gender,female
Lana Shabazz,has occupation,cook
Andrea Romero Rojas,has gender,female
Andrea Romero Rojas,has occupation,cook
Manu Buffara,has gender,female
Manu Buffara,has occupation,cook
Klára Kállai,has gender,female
Klára Kállai,has occupation,cook
Natalia Cattelani,has gender,female
Natalia Cattelani,has occupation,cook
Silla Bjerrum,has gender,female
Silla Bjerrum,has occupation,cook
Molly Baz,has gender,female
Molly Baz,has occupation,cook
Aliya LeeKong,has gender,female
Aliya LeeKong,has occupation,cook
Nancy Silverton,has occupation,cook
Annette Byhahn,has gender,female
Annette Byhahn,has occupation,cook
Tatiana Levha,has gender,female
Tatiana Levha,has occupation,cook
Inês Zanotti Gimenes,has gender,female
Inês Zanotti Gimenes,has occupation,cook
Sandra Tauscher,has gender,female
Sandra Tauscher,has occupation,cook
Eva Dahlman,has gender,female
Eva Dahlman,has occupation,cook
Aizpea Oihaneder,has gender,female
Aizpea Oihaneder,has occupation,cook
Marjolein van Till,has gender,female
Marjolein van Till,has occupation,cook
Joudie Kalla,has gender,female
Joudie Kalla,has occupation,cook
Roza Montazemi,has gender,female
Roza Montazemi,has occupation,cook
Marie Hrůzová-Urbanová,has gender,female
Marie Hrůzová-Urbanová,has occupation,cook
Nicole Poirier,has gender,female
Nicole Poirier,has occupation,cook
Kamilla Seidler,has gender,female
Kamilla Seidler,has occupation,cook
Yoon Sook-ja,has gender,female
Yoon Sook-ja,has occupation,cook
Jessica Frej,has gender,female
Jessica Frej,has occupation,cook
Annemarie Huste,has gender,female
Annemarie Huste,has occupation,cook
Elin Vatnar Nilsen,has gender,female
Elin Vatnar Nilsen,has occupation,cook
Live Edvardsen,has gender,female
Live Edvardsen,has occupation,cook
Yuki Chizui,has gender,female
Yuki Chizui,has occupation,cook
Lyn Hall,has gender,female
Lyn Hall,has occupation,cook
Zilda Bernadete,has gender,female
Zilda Bernadete,has occupation,cook
Escola Municipal Vivaldo da Costa Lima,has gender,female
Escola Municipal Vivaldo da Costa Lima,has occupation,cook
Ida Bauhn,has gender,female
Ida Bauhn,has occupation,cook
Camille Pailleau,has gender,female
Camille Pailleau,has occupation,cook
Olga Relve,has gender,female
Olga Relve,has occupation,cook
Ana Quincoces,has gender,female
Ana Quincoces,has occupation,cook
Anya Fernald,has gender,female
Anya Fernald,has occupation,cook
Sandra Lee,has gender,female
Sandra Lee,has occupation,cook
Heike Harten,has gender,female
Heike Harten,has occupation,cook
Lucie Peyraud,has gender,female
Lucie Peyraud,has occupation,cook
Alison Holst,has gender,female
Alison Holst,has occupation,cook
Typhoid Mary,has gender,female
Typhoid Mary,has occupation,cook
Angélique Schmeinck,has gender,female
Angélique Schmeinck,has occupation,cook
Louisa Lorang,has gender,female
Louisa Lorang,has occupation,cook
Verla L. Courey,has gender,female
Verla L. Courey,has occupation,cook
Samia Ahad,has gender,female
Samia Ahad,has occupation,cook
Margarethe Bacher,has gender,female
Margarethe Bacher,has occupation,cook
Sarah Clayborne,has gender,female
Sarah Clayborne,has occupation,cook
Lesley Waters,has gender,female
Lesley Waters,has occupation,cook
Josephus Thys,has gender,male
Josephus Thys,has occupation,counselor
Charles Lefebvre,has gender,male
Charles Lefebvre,has occupation,counselor
Julius O. Akinboye,has gender,male
Julius O. Akinboye,has occupation,counselor
Joannes Verhestraeten,has gender,male
Joannes Verhestraeten,has occupation,counselor
Franciscus Cappaert,has gender,male
Franciscus Cappaert,has occupation,counselor
Pie Corbett,has gender,male
Pie Corbett,has occupation,counselor
Eduardus Vanneygen,has gender,male
Eduardus Vanneygen,has occupation,counselor
Victor De Boeck,has gender,male
Victor De Boeck,has occupation,counselor
John Cordray,has gender,male
John Cordray,has occupation,counselor
Franciscus Schevelenbos,has gender,male
Franciscus Schevelenbos,has occupation,counselor
Philip St. Romain,has gender,male
Philip St. Romain,has occupation,counselor
Josephus Hebbelinck,has gender,male
Josephus Hebbelinck,has occupation,counselor
Edouard Van den Broeck,has gender,male
Edouard Van den Broeck,has occupation,counselor
Arthur Piret,has gender,male
Arthur Piret,has occupation,counselor
Frans Crols,has gender,male
Frans Crols,has occupation,counselor
Josephus Dobbeleers,has gender,male
Josephus Dobbeleers,has occupation,counselor
Jules Paheau,has gender,male
Jules Paheau,has occupation,counselor
Franciscus-Adolf De Clerck,has gender,male
Franciscus-Adolf De Clerck,has occupation,counselor
Florimond Bernaerts,has gender,male
Florimond Bernaerts,has occupation,counselor
Joannes Lefèvre,has gender,male
Joannes Lefèvre,has occupation,counselor
Josephus Karsseleers,has gender,male
Josephus Karsseleers,has occupation,counselor
Egidius Buts,has gender,male
Egidius Buts,has occupation,counselor
Petrus Ceusters,has gender,male
Petrus Ceusters,has occupation,counselor
Terry Stimson,has gender,male
Terry Stimson,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Antoine Van Raebroeckx,has gender,male
Antoine Van Raebroeckx,has occupation,counselor
Bart Hetebrij,has gender,male
Bart Hetebrij,has occupation,counselor
Zygfryd Berezecki,has gender,male
Zygfryd Berezecki,has occupation,counselor
Emiel Peeters,has gender,male
Emiel Peeters,has occupation,counselor
Bob Stevens,has gender,male
Bob Stevens,has occupation,counselor
Benoît Maubille,has gender,male
Benoît Maubille,has occupation,counselor
Joannes De Bolle,has gender,male
Joannes De Bolle,has occupation,counselor
Joannes Van Vracem,has gender,male
Joannes Van Vracem,has occupation,counselor
Petrus Minet,has gender,male
Petrus Minet,has occupation,counselor
Bernardus Nachtergaele,has gender,male
Bernardus Nachtergaele,has occupation,counselor
Emile De Jonghe,has gender,male
Emile De Jonghe,has occupation,counselor
Fernand Gagnon,has gender,male
Fernand Gagnon,has occupation,counselor
Philippe Slingeneyer,has gender,male
Philippe Slingeneyer,has occupation,counselor
Carolus Boutens,has gender,male
Carolus Boutens,has occupation,counselor
Emiel Muylle,has gender,male
Emiel Muylle,has occupation,counselor
Victor Spruyt,has gender,male
Victor Spruyt,has occupation,counselor
Louis Hosdey,has gender,male
Louis Hosdey,has occupation,counselor
Edmond Coppens,has gender,male
Edmond Coppens,has occupation,counselor
Eduardus Moorkens,has gender,male
Eduardus Moorkens,has occupation,counselor
Maximilien Pietquin,has gender,male
Maximilien Pietquin,has occupation,counselor
Cornelius De Cock,has gender,male
Cornelius De Cock,has occupation,counselor
Eugenius Kuyl,has gender,male
Eugenius Kuyl,has occupation,counselor
Augustinus Stoffels,has gender,male
Augustinus Stoffels,has occupation,counselor
Emile Lamal,has gender,male
Emile Lamal,has occupation,counselor
Engelbertus Teugels,has gender,male
Engelbertus Teugels,has occupation,counselor
Aloïs Buurmans,has gender,male
Aloïs Buurmans,has occupation,counselor
Emile Van Dormael,has gender,male
Emile Van Dormael,has occupation,counselor
Kevin Moran,has gender,male
Kevin Moran,has occupation,counselor
Willem Suys,has gender,male
Willem Suys,has occupation,counselor
Jean-Baptiste Op de Beeck,has gender,male
Jean-Baptiste Op de Beeck,has occupation,counselor
Jan Baptist Wyckmans,has gender,male
Jan Baptist Wyckmans,has occupation,counselor
Jozef Godts,has gender,male
Jozef Godts,has occupation,counselor
Armandus Butjens,has gender,male
Armandus Butjens,has occupation,counselor
Ludovicus Helsen,has gender,male
Ludovicus Helsen,has occupation,counselor
Georges Detilleux,has gender,male
Georges Detilleux,has occupation,counselor
Adam Lyons,has gender,male
Adam Lyons,has occupation,counselor
Joannes Figeys,has gender,male
Joannes Figeys,has occupation,counselor
Jozef Lauwers,has gender,male
Jozef Lauwers,has occupation,counselor
Joannes Dryvers,has gender,male
Joannes Dryvers,has occupation,counselor
Mikhail Morosov,has gender,male
Mikhail Morosov,has occupation,counselor
Amand Nys,has gender,male
Amand Nys,has occupation,counselor
Carolus Tilman,has gender,male
Carolus Tilman,has occupation,counselor
José María Sánchez de Toca y Sáenz de Lobera,has gender,male
José María Sánchez de Toca y Sáenz de Lobera,has occupation,counselor
Camille Dassonville,has gender,male
Camille Dassonville,has occupation,counselor
