subject,relation,object
Josef Stránský,has gender,male
Josef Stránský,has occupation,construction_worker
Erwin Scherzinger,has gender,male
Erwin Scherzinger,has occupation,construction_worker
Hans Schweyner,has gender,male
Hans Schweyner,has occupation,construction_worker
Lodovico Bombasio,has gender,male
Lodovico Bombasio,has occupation,construction_worker
Joseph Volpe,has gender,male
Joseph Volpe,has occupation,construction_worker
Johann Werdecker,has gender,male
Johann Werdecker,has occupation,construction_worker
Ludwig Daniel Philipp Rumpf,has gender,male
Ludwig Daniel Philipp Rumpf,has occupation,construction_worker
Jan Himilsbach,has gender,male
Jan Himilsbach,has occupation,construction_worker
Johann Paul Czechpauer,has gender,male
Johann Paul Czechpauer,has occupation,construction_worker
Ulrich Stechele,has gender,male
Ulrich Stechele,has occupation,construction_worker
Johannes Tschudy,has gender,male
Johannes Tschudy,has occupation,construction_worker
Giovanni Niccolò Perti,has gender,male
Giovanni Niccolò Perti,has occupation,construction_worker
Einar Norman,has gender,male
Einar Norman,has occupation,construction_worker
Siegmund Sege von Laurenberg,has gender,male
Siegmund Sege von Laurenberg,has occupation,construction_worker
William Edwards,has gender,male
William Edwards,has occupation,construction_worker
Erik Leksell,has gender,male
Erik Leksell,has occupation,construction_worker
Bertram von Zündorf,has gender,male
Bertram von Zündorf,has occupation,construction_worker
Matthias Christmas,has gender,male
Matthias Christmas,has occupation,construction_worker
Bernhard Metz,has gender,male
Bernhard Metz,has occupation,construction_worker
Peter Becher,has gender,male
Peter Becher,has occupation,construction_worker
Josef Sládek,has gender,male
Josef Sládek,has occupation,construction_worker
Josef Schaffer,has gender,male
Josef Schaffer,has occupation,construction_worker
Viktor Turmanov,has gender,male
Viktor Turmanov,has occupation,construction_worker
Andrea Delai,has gender,male
Andrea Delai,has occupation,construction_worker
Heinrich Koene van der Hallen,has gender,male
Heinrich Koene van der Hallen,has occupation,construction_worker
Plinio Silva dos Santos,has gender,male
Plinio Silva dos Santos,has occupation,construction_worker
Kaiemheset,has gender,male
Kaiemheset,has occupation,construction_worker
Julius Mergental,has gender,male
Julius Mergental,has occupation,construction_worker
Ramón Isidro Ditrén Díaz,has gender,male
Ramón Isidro Ditrén Díaz,has occupation,construction_worker
Shlomo Perlman,has gender,male
Shlomo Perlman,has occupation,construction_worker
Johann Schütz,has gender,male
Johann Schütz,has occupation,construction_worker
Q15060749,has gender,male
Q15060749,has occupation,construction_worker
Jožko Harej,has gender,male
Jožko Harej,has occupation,construction_worker
Andreas Hünigen,has gender,male
Andreas Hünigen,has occupation,construction_worker
Hikisch Lajos,has gender,male
Hikisch Lajos,has occupation,construction_worker
Valerian Chelidze,has gender,male
Valerian Chelidze,has occupation,construction_worker
Theobald Bechler,has gender,male
Theobald Bechler,has occupation,construction_worker
Jesús Iglesias Vázquez,has gender,male
Jesús Iglesias Vázquez,has occupation,construction_worker
Love Malmsten,has gender,male
Love Malmsten,has occupation,construction_worker
Édouard Bolduc,has gender,male
Édouard Bolduc,has occupation,construction_worker
Siem de Waal,has gender,male
Siem de Waal,has occupation,construction_worker
George Weldon,has gender,male
George Weldon,has occupation,construction_worker
Kalevi Wernebrink,has gender,male
Kalevi Wernebrink,has occupation,construction_worker
Maximilian Franz Becker,has gender,male
Maximilian Franz Becker,has occupation,construction_worker
Georg Sigmund Otto Lasius,has gender,male
Georg Sigmund Otto Lasius,has occupation,construction_worker
Vyacheslav Aksyonov,has gender,male
Vyacheslav Aksyonov,has occupation,construction_worker
Park Heung-yong,has gender,male
Park Heung-yong,has occupation,construction_worker
Ferenc Török,has gender,male
Ferenc Török,has occupation,construction_worker
Theodor Sartori,has gender,male
Theodor Sartori,has occupation,construction_worker
Václav Šindelář,has gender,male
Václav Šindelář,has occupation,construction_worker
Tommaso Amantini,has gender,male
Tommaso Amantini,has occupation,construction_worker
José Luís Quintas Figueroa,has gender,male
José Luís Quintas Figueroa,has occupation,construction_worker
Benjamin Thomas,has gender,male
Benjamin Thomas,has occupation,construction_worker
Thomas Herbert Davies,has gender,male
Thomas Herbert Davies,has occupation,construction_worker
Q4442001,has gender,male
Q4442001,has occupation,construction_worker
J. Antonio Thomas,has gender,male
J. Antonio Thomas,has occupation,construction_worker
Hans Jacob Messmer,has gender,male
Hans Jacob Messmer,has occupation,construction_worker
Karl Bormann,has gender,male
Karl Bormann,has occupation,construction_worker
Alois Vavrouš,has gender,male
Alois Vavrouš,has occupation,construction_worker
Theodor Geringhoff,has gender,male
Theodor Geringhoff,has occupation,construction_worker
Pete Turner,has gender,male
Pete Turner,has occupation,construction_worker
Hermann Leyn,has gender,male
Hermann Leyn,has occupation,construction_worker
Karl Buschmann,has gender,male
Karl Buschmann,has occupation,construction_worker
Wilhelm Jacob Ludwig Christian Jünger,has gender,male
Wilhelm Jacob Ludwig Christian Jünger,has occupation,construction_worker
August Meister,has gender,male
August Meister,has occupation,construction_worker
Georg Seidler,has gender,male
Georg Seidler,has occupation,construction_worker
Charles Bolton,has gender,male
Charles Bolton,has occupation,construction_worker
Anton Fromm,has gender,male
Anton Fromm,has occupation,construction_worker
Jindřich Hess,has gender,male
Jindřich Hess,has occupation,construction_worker
Anton Joachim Christian Bruhn,has gender,male
Anton Joachim Christian Bruhn,has occupation,construction_worker
Johann Georg Eitele,has gender,male
Johann Georg Eitele,has occupation,construction_worker
Joseph Bapt,has gender,male
Joseph Bapt,has occupation,construction_worker
Lorenz Dohms,has gender,male
Lorenz Dohms,has occupation,construction_worker
Josef Brzák,has gender,male
Josef Brzák,has occupation,construction_worker
Friedrich Krombholz,has gender,male
Friedrich Krombholz,has occupation,construction_worker
Kelly Doyle Oliver,has gender,male
Kelly Doyle Oliver,has occupation,construction_worker
Aleksey Klimashkin,has gender,male
Aleksey Klimashkin,has occupation,construction_worker
Jan Soli,has gender,male
Jan Soli,has occupation,construction_worker
Torami Satō,has gender,male
Torami Satō,has occupation,construction_worker
Thomas Ravonius,has gender,male
Thomas Ravonius,has occupation,construction_worker
Henrik Gottwaldt,has gender,male
Henrik Gottwaldt,has occupation,construction_worker
Cornelius Hauschka,has gender,male
Cornelius Hauschka,has occupation,construction_worker
Anis Amri,has gender,male
Anis Amri,has occupation,construction_worker
Adolf Orschulko,has gender,male
Adolf Orschulko,has occupation,construction_worker
Johannes Baur,has gender,male
Johannes Baur,has occupation,construction_worker
Albert Labédays,has gender,male
Albert Labédays,has occupation,construction_worker
Antero Leinola,has gender,male
Antero Leinola,has occupation,construction_worker
Herbert Glöckner,has gender,male
Herbert Glöckner,has occupation,construction_worker
Karel Holan,has gender,male
Karel Holan,has occupation,construction_worker
Joseph Whitehead,has gender,male
Joseph Whitehead,has occupation,construction_worker
Heinrich Overkotte,has gender,male
Heinrich Overkotte,has occupation,construction_worker
Frieder Seidel,has gender,male
Frieder Seidel,has occupation,construction_worker
Nicholas Owen,has gender,male
Nicholas Owen,has occupation,construction_worker
Birger Palonkoski,has gender,male
Birger Palonkoski,has occupation,construction_worker
Antonius Watz,has gender,male
Antonius Watz,has occupation,construction_worker
Shloima Mendelovici,has gender,male
Shloima Mendelovici,has occupation,construction_worker
Q32362485,has gender,male
Q32362485,has occupation,construction_worker
Abraham Swan,has gender,male
Abraham Swan,has occupation,construction_worker
August Klages,has gender,male
August Klages,has occupation,construction_worker
Franz Kohl,has gender,male
Franz Kohl,has occupation,construction_worker
Domingo Ayaso Oujo,has gender,male
Domingo Ayaso Oujo,has occupation,construction_worker
Jörg Unkair,has gender,male
Jörg Unkair,has occupation,construction_worker
Edward Matthews,has gender,male
Edward Matthews,has occupation,construction_worker
Jaroslav Vinduška,has gender,male
Jaroslav Vinduška,has occupation,construction_worker
Benko iz Sočerge,has gender,male
Benko iz Sočerge,has occupation,construction_worker
Martin Nadaud,has gender,male
Martin Nadaud,has occupation,construction_worker
Nicolas de Chamagne,has gender,male
Nicolas de Chamagne,has occupation,construction_worker
Dirk Dyckerhoff,has gender,male
Dirk Dyckerhoff,has occupation,construction_worker
G. Venendaal,has gender,male
G. Venendaal,has occupation,construction_worker
Rolf Linke,has gender,male
Rolf Linke,has occupation,construction_worker
João Brites,has gender,male
João Brites,has occupation,construction_worker
Philipp Heinrich Hellermann,has gender,male
Philipp Heinrich Hellermann,has occupation,construction_worker
Jose Machado,has gender,male
Jose Machado,has occupation,construction_worker
Thierry Occelli,has gender,male
Thierry Occelli,has occupation,construction_worker
Gedalia Frimak,has gender,male
Gedalia Frimak,has occupation,construction_worker
Hans Engl,has gender,male
Hans Engl,has occupation,construction_worker
Jean-François Turgy,has gender,male
Jean-François Turgy,has occupation,construction_worker
Antonín Šimek,has gender,male
Antonín Šimek,has occupation,construction_worker
Franz Gruber,has gender,male
Franz Gruber,has occupation,construction_worker
Claude Drouin,has gender,male
Claude Drouin,has occupation,construction_worker
Q12023353,has gender,male
Q12023353,has occupation,construction_worker
Martin Ulzen,has gender,male
Martin Ulzen,has occupation,construction_worker
János Gyuska,has gender,male
János Gyuska,has occupation,construction_worker
Conrad Freytag,has gender,male
Conrad Freytag,has occupation,construction_worker
Peter Joseph Andenmatten,has gender,male
Peter Joseph Andenmatten,has occupation,construction_worker
Paul Loehrke,has gender,male
Paul Loehrke,has occupation,construction_worker
Bruno Köbele,has gender,male
Bruno Köbele,has occupation,construction_worker
Gustav Assmann,has gender,male
Gustav Assmann,has occupation,construction_worker
Ricky Tomlinson,has gender,male
Ricky Tomlinson,has occupation,construction_worker
Julius Peter Raab,has gender,male
Julius Peter Raab,has occupation,construction_worker
Lauri Reitz,has gender,male
Lauri Reitz,has occupation,construction_worker
Quamina,has gender,male
Quamina,has occupation,construction_worker
Ember,has gender,female
Ember,has occupation,construction_worker
Sunita Devi,has gender,female
Sunita Devi,has occupation,construction_worker
Kalavati Devi,has gender,female
Kalavati Devi,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Grzegorz Łapanowski,has gender,male
Grzegorz Łapanowski,has occupation,cook
Dennis Leary,has gender,male
Dennis Leary,has occupation,cook
Wilhelm Visintainer,has gender,male
Wilhelm Visintainer,has occupation,cook
Charles Tjessem,has gender,male
Charles Tjessem,has occupation,cook
Michael Psilakis,has gender,male
Michael Psilakis,has occupation,cook
Felix Benz,has gender,male
Felix Benz,has occupation,cook
Jung Márton,has gender,male
Jung Márton,has occupation,cook
Amir Shurush,has gender,male
Amir Shurush,has occupation,cook
Stevan Paul,has gender,male
Stevan Paul,has occupation,cook
Ernesto Prosperi,has gender,male
Ernesto Prosperi,has occupation,cook
Rolf Anschütz,has gender,male
Rolf Anschütz,has occupation,cook
Q81199142,has gender,male
Q81199142,has occupation,cook
S. G. Sender,has gender,male
S. G. Sender,has occupation,cook
Roger Joya,has gender,male
Roger Joya,has occupation,cook
Reinhard Gerer,has gender,male
Reinhard Gerer,has occupation,cook
Isao Tsuji,has gender,male
Isao Tsuji,has occupation,cook
Geert Van Hecke,has gender,male
Geert Van Hecke,has occupation,cook
Phillipe Cerfeuillet,has gender,male
Phillipe Cerfeuillet,has occupation,cook
Donato De Santis,has gender,male
Donato De Santis,has occupation,cook
Robert Carrier,has gender,male
Robert Carrier,has occupation,cook
Sam Zien,has gender,male
Sam Zien,has occupation,cook
Guy Martin,has gender,male
Guy Martin,has occupation,cook
Andre Rush,has gender,male
Andre Rush,has occupation,cook
Christian Petersen,has gender,male
Christian Petersen,has occupation,cook
Kasmir,has gender,male
Kasmir,has occupation,cook
Benoît Violier,has gender,male
Benoît Violier,has occupation,cook
Ettore Bocchia,has gender,male
Ettore Bocchia,has occupation,cook
Gio Renzo Fioraso,has gender,male
Gio Renzo Fioraso,has occupation,cook
Bo Jacobsen,has gender,male
Bo Jacobsen,has occupation,cook
Jules Maincave,has gender,male
Jules Maincave,has occupation,cook
Jelle Beeckman,has gender,male
Jelle Beeckman,has occupation,cook
Pierrick Boyer,has gender,male
Pierrick Boyer,has occupation,cook
Tony Maws,has gender,male
Tony Maws,has occupation,cook
Christian Le Squer,has gender,male
Christian Le Squer,has occupation,cook
Rodolfo Guzmán,has gender,male
Rodolfo Guzmán,has occupation,cook
Philéas Gilbert,has gender,male
Philéas Gilbert,has occupation,cook
François Pierre La Varenne,has gender,male
François Pierre La Varenne,has occupation,cook
Noel McMeel,has gender,male
Noel McMeel,has occupation,cook
Alfred Walterspiel,has gender,male
Alfred Walterspiel,has occupation,cook
Michel Del Burgo,has gender,male
Michel Del Burgo,has occupation,cook
Max Miller,has gender,male
Max Miller,has occupation,cook
Laurent Manrique,has gender,male
Laurent Manrique,has occupation,cook
Dan Hayes,has gender,male
Dan Hayes,has occupation,cook
Vincenzo Corrado,has gender,male
Vincenzo Corrado,has occupation,cook
Joseph Yoon,has gender,male
Joseph Yoon,has occupation,cook
Michel Bras,has gender,male
Michel Bras,has occupation,cook
Ludger Helbig,has gender,male
Ludger Helbig,has occupation,cook
Robert Bogle,has gender,male
Robert Bogle,has occupation,cook
Adolf Meier,has gender,male
Adolf Meier,has occupation,cook
Enda McEvoy,has gender,male
Enda McEvoy,has occupation,cook
Kurt Hammerschmidt,has gender,male
Kurt Hammerschmidt,has occupation,cook
Timothy Harlan,has gender,male
Timothy Harlan,has occupation,cook
Ivar Mølle,has gender,male
Ivar Mølle,has occupation,cook
Alex Oke,has gender,male
Alex Oke,has occupation,cook
Morito Ōmiya,has gender,male
Morito Ōmiya,has occupation,cook
Jun Tanaka,has gender,male
Jun Tanaka,has occupation,cook
Pascal Dupuy,has gender,male
Pascal Dupuy,has occupation,cook
Sudqi Amin Naddaf,has gender,male
Sudqi Amin Naddaf,has occupation,cook
Matthias Ludwigs,has gender,male
Matthias Ludwigs,has occupation,cook
Cándido López,has gender,male
Cándido López,has occupation,cook
Sorin Bontea,has gender,male
Sorin Bontea,has occupation,cook
Daniel Patterson,has gender,male
Daniel Patterson,has occupation,cook
Peter Knogl,has gender,male
Peter Knogl,has occupation,cook
Reimar Fröbel,has gender,male
Reimar Fröbel,has occupation,cook
Antonello Colonna,has gender,male
Antonello Colonna,has occupation,cook
Michael Tusk,has gender,male
Michael Tusk,has occupation,cook
Hugo Roellinger,has gender,male
Hugo Roellinger,has occupation,cook
Max Hardy,has gender,male
Max Hardy,has occupation,cook
Georg Waltenburg,has gender,male
Georg Waltenburg,has occupation,cook
Yury Rozhkov,has gender,male
Yury Rozhkov,has occupation,cook
Roland Van Heers,has gender,male
Roland Van Heers,has occupation,cook
Andreas Schweiger,has gender,male
Andreas Schweiger,has occupation,cook
Dominick Cerrone,has gender,male
Dominick Cerrone,has occupation,cook
Ernst Karl Schassberger,has gender,male
Ernst Karl Schassberger,has occupation,cook
Patrick Jeffroy,has gender,male
Patrick Jeffroy,has occupation,cook
Ricard Camarena,has gender,male
Ricard Camarena,has occupation,cook
Otto Peitz,has gender,male
Otto Peitz,has occupation,cook
Sam Talbot,has gender,male
Sam Talbot,has occupation,cook
Benjamin Parth,has gender,male
Benjamin Parth,has occupation,cook
David Skokan,has gender,male
David Skokan,has occupation,cook
Joseph Rostang,has gender,male
Joseph Rostang,has occupation,cook
Kevin Bludso,has gender,male
Kevin Bludso,has occupation,cook
Léonard Trierweiler,has gender,male
Léonard Trierweiler,has occupation,cook
Pierre Thiam,has gender,male
Pierre Thiam,has occupation,cook
Roman Herold,has gender,male
Roman Herold,has occupation,cook
Tristan Brandt,has gender,male
Tristan Brandt,has occupation,cook
Yoshihiro Narisawa,has gender,male
Yoshihiro Narisawa,has occupation,cook
Gino D'Acampo,has gender,male
Gino D'Acampo,has occupation,cook
Yasushi Okikura,has gender,male
Yasushi Okikura,has occupation,cook
Wilhelm Weitendorf,has gender,male
Wilhelm Weitendorf,has occupation,cook
Alfredo Russo,has gender,male
Alfredo Russo,has occupation,cook
Antonio Bachour,has gender,male
Antonio Bachour,has occupation,cook
Eduard Sacher,has gender,male
Eduard Sacher,has occupation,cook
Chris Hastings,has gender,male
Chris Hastings,has occupation,cook
James Briscione,has gender,male
James Briscione,has occupation,cook
Takashi Kinoshita,has gender,male
Takashi Kinoshita,has occupation,cook
Peter Kump,has gender,male
Peter Kump,has occupation,cook
William Poon,has gender,male
William Poon,has occupation,cook
Bernardo Otto Semadeni,has gender,male
Bernardo Otto Semadeni,has occupation,cook
Andrei Kouspits,has gender,male
Andrei Kouspits,has occupation,cook
Marcus Wareing,has gender,male
Marcus Wareing,has occupation,cook
Ramón Díaz García,has gender,male
Ramón Díaz García,has occupation,cook
André Soltner,has gender,male
André Soltner,has occupation,cook
Suhaidi Jamaan,has gender,male
Suhaidi Jamaan,has occupation,cook
Frédéric Coiffé,has gender,male
Frédéric Coiffé,has occupation,cook
Heinz Reitbauer,has gender,male
Heinz Reitbauer,has occupation,cook
Gérard Rabaey,has gender,male
Gérard Rabaey,has occupation,cook
Vojtěch Kadera,has gender,male
Vojtěch Kadera,has occupation,cook
Gino Molinari Negrete,has gender,male
Gino Molinari Negrete,has occupation,cook
Markus Maulavirta,has gender,male
Markus Maulavirta,has occupation,cook
Henri Bach,has gender,male
Henri Bach,has occupation,cook
Herman Marth,has gender,male
Herman Marth,has occupation,cook
David Emge,has gender,male
David Emge,has occupation,cook
Luciano Mazzetti,has gender,male
Luciano Mazzetti,has occupation,cook
Shinnosuke Ishikawa,has gender,male
Shinnosuke Ishikawa,has occupation,cook
Jérôme Bocuse,has gender,male
Jérôme Bocuse,has occupation,cook
Nils Henkel,has gender,male
Nils Henkel,has occupation,cook
Ben O'Donoghue,has gender,male
Ben O'Donoghue,has occupation,cook
Christopher Trotter,has gender,male
Christopher Trotter,has occupation,cook
Action Bronson,has gender,male
Action Bronson,has occupation,cook
Michael Colameco,has gender,male
Michael Colameco,has occupation,cook
Richard Coutanceau,has gender,male
Richard Coutanceau,has occupation,cook
Josep Roca i Fontané,has gender,male
Josep Roca i Fontané,has occupation,cook
Roger Vergé,has gender,male
Roger Vergé,has occupation,cook
Q133259197,has gender,male
Q133259197,has occupation,cook
John Chacartegui,has gender,male
John Chacartegui,has occupation,cook
Peter Ciuffa,has gender,male
Peter Ciuffa,has occupation,cook
Pietro Leemann,has gender,male
Pietro Leemann,has occupation,cook
otomatu Nishi,has gender,male
otomatu Nishi,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Mercè Ferrer Bofill,has gender,female
Mercè Ferrer Bofill,has occupation,cook
Tamara Al Saadi,has gender,female
Tamara Al Saadi,has occupation,cook
Therese Kühner,has gender,female
Therese Kühner,has occupation,cook
Isabela Pauluzi,has gender,female
Isabela Pauluzi,has occupation,cook
Renatta Moeloek,has gender,female
Renatta Moeloek,has occupation,cook
Trude Eide Straume,has gender,female
Trude Eide Straume,has occupation,cook
Laurie Wolf,has gender,female
Laurie Wolf,has occupation,cook
Katie Lee,has gender,female
Katie Lee,has occupation,cook
Julee Rosso,has gender,female
Julee Rosso,has occupation,cook
Candace Nelson,has gender,female
Candace Nelson,has occupation,cook
Tracy Eboigbodin,has gender,female
Tracy Eboigbodin,has occupation,cook
Maria Sandmayr,has gender,female
Maria Sandmayr,has occupation,cook
Patricia Wells,has gender,female
Patricia Wells,has occupation,cook
Maria Jesus Berrotaran Etxeberria,has gender,female
Maria Jesus Berrotaran Etxeberria,has occupation,cook
Desirée Jaks,has gender,female
Desirée Jaks,has occupation,cook
Virginia Demaria,has gender,female
Virginia Demaria,has occupation,cook
Daniela Soto-Innes,has gender,female
Daniela Soto-Innes,has occupation,cook
Pamela Villar,has gender,female
Pamela Villar,has occupation,cook
Palmirinha Onofre,has gender,female
Palmirinha Onofre,has occupation,cook
Mimi Kirk,has gender,female
Mimi Kirk,has occupation,cook
Marsia Taha,has gender,female
Marsia Taha,has occupation,cook
Isabelle Deschamps-Plante,has gender,female
Isabelle Deschamps-Plante,has occupation,cook
Douce Steiner,has gender,female
Douce Steiner,has occupation,cook
Ixta Belfrage,has gender,female
Ixta Belfrage,has occupation,cook
Mayra Rosales,has gender,female
Mayra Rosales,has occupation,cook
Kathy Cary,has gender,female
Kathy Cary,has occupation,cook
Shannon Hawley,has gender,female
Shannon Hawley,has occupation,cook
Miroslava Kronková,has gender,female
Miroslava Kronková,has occupation,cook
Lara Roguez,has gender,female
Lara Roguez,has occupation,cook
Valli Little,has gender,female
Valli Little,has occupation,cook
Aanal Kotak,has gender,female
Aanal Kotak,has occupation,cook
Amy Schauer,has gender,female
Amy Schauer,has occupation,cook
Hélène Jégado,has gender,female
Hélène Jégado,has occupation,cook
Bethenny Frankel,has gender,female
Bethenny Frankel,has occupation,cook
Claudia Schröter,has gender,female
Claudia Schröter,has occupation,cook
Célia Picoulet,has gender,female
Célia Picoulet,has occupation,cook
Rose Marie Donhäuser,has gender,female
Rose Marie Donhäuser,has occupation,cook
Claudia Nemec,has gender,female
Claudia Nemec,has occupation,cook
Mildred Annie Trent,has gender,female
Mildred Annie Trent,has occupation,cook
Nina Olsson,has gender,female
Nina Olsson,has occupation,cook
Rachel Klein,has gender,female
Rachel Klein,has occupation,cook
Mary Johnson Bailey Lincoln,has gender,female
Mary Johnson Bailey Lincoln,has occupation,cook
Alice Waters,has gender,female
Alice Waters,has occupation,cook
Patience Gray,has gender,female
Patience Gray,has occupation,cook
Dona Eliene,has gender,female
Dona Eliene,has occupation,cook
Florisbela,has gender,female
Florisbela,has occupation,cook
Nadia Sawalha,has gender,female
Nadia Sawalha,has occupation,cook
Reenee Tandjung,has gender,female
Reenee Tandjung,has occupation,cook
Meryem Cherkaoui,has gender,female
Meryem Cherkaoui,has occupation,cook
Miss Nejati,has gender,female
Miss Nejati,has occupation,cook
Aiko Sarwosri,has gender,female
Aiko Sarwosri,has occupation,cook
Failatu Abdul-Razak,has gender,female
Failatu Abdul-Razak,has occupation,cook
Samantha Vallejo-Nágera,has gender,female
Samantha Vallejo-Nágera,has occupation,cook
Stéphanie Le Quellec,has gender,female
Stéphanie Le Quellec,has occupation,cook
Una Morris,has gender,female
Una Morris,has occupation,cook
Jaqueline Cristina Ramos Tiago,has gender,female
Jaqueline Cristina Ramos Tiago,has occupation,cook
Hattie Moseley Austin,has gender,female
Hattie Moseley Austin,has occupation,cook
Isa Chandra Moskowitz,has gender,female
Isa Chandra Moskowitz,has occupation,cook
Kate Aitken,has gender,female
Kate Aitken,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Johan Joseph Faict,has gender,male
Johan Joseph Faict,has occupation,counselor
Carolus Van Volxem,has gender,male
Carolus Van Volxem,has occupation,counselor
Jozef Homans,has gender,male
Jozef Homans,has occupation,counselor
Jules Rayée,has gender,male
Jules Rayée,has occupation,counselor
Jiří Janalík,has gender,male
Jiří Janalík,has occupation,counselor
Q136564953,has gender,male
Q136564953,has occupation,counselor
Frans Kinnaer,has gender,male
Frans Kinnaer,has occupation,counselor
Martinus Stakenborghs,has gender,male
Martinus Stakenborghs,has occupation,counselor
Joannes Truyens,has gender,male
Joannes Truyens,has occupation,counselor
Petrus Vermylen,has gender,male
Petrus Vermylen,has occupation,counselor
Cornelius Huybreghts,has gender,male
Cornelius Huybreghts,has occupation,counselor
Jacobus Van Zeebroeck,has gender,male
Jacobus Van Zeebroeck,has occupation,counselor
Joannes-Baptista Verhulst,has gender,male
Joannes-Baptista Verhulst,has occupation,counselor
Felix Verbeylen,has gender,male
Felix Verbeylen,has occupation,counselor
Cornelius Van den Bogaert,has gender,male
Cornelius Van den Bogaert,has occupation,counselor
Josephus Hebbelinck,has gender,male
Josephus Hebbelinck,has occupation,counselor
Joannes-Baptista Van der Auwera,has gender,male
Joannes-Baptista Van der Auwera,has occupation,counselor
Egidius Van Camp,has gender,male
Egidius Van Camp,has occupation,counselor
Karel Kolen,has gender,male
Karel Kolen,has occupation,counselor
Jules Paheau,has gender,male
Jules Paheau,has occupation,counselor
Aloysius Van Segvelt,has gender,male
Aloysius Van Segvelt,has occupation,counselor
Jan Baptist Wyckmans,has gender,male
Jan Baptist Wyckmans,has occupation,counselor
Prosper Lecoutre,has gender,male
Prosper Lecoutre,has occupation,counselor
Petrus Vennekens,has gender,male
Petrus Vennekens,has occupation,counselor
Victor Spruyt,has gender,male
Victor Spruyt,has occupation,counselor
Charles Van Noten,has gender,male
Charles Van Noten,has occupation,counselor
John Cordray,has gender,male
John Cordray,has occupation,counselor
Joannes Batkin,has gender,male
Joannes Batkin,has occupation,counselor
Bradley Holt,has gender,male
Bradley Holt,has occupation,counselor
Terrance Burke,has gender,male
Terrance Burke,has occupation,counselor
Léon Brasseur,has gender,male
Léon Brasseur,has occupation,counselor
Pierre Bylo,has gender,male
Pierre Bylo,has occupation,counselor
Joannes Arnouts,has gender,male
Joannes Arnouts,has occupation,counselor
Eugenius Kuyl,has gender,male
Eugenius Kuyl,has occupation,counselor
Emile Inghels,has gender,male
Emile Inghels,has occupation,counselor
Andreas Van Herck,has gender,male
Andreas Van Herck,has occupation,counselor
Dan Petříček,has gender,male
Dan Petříček,has occupation,counselor
Young Gweon You,has gender,male
Young Gweon You,has occupation,counselor
Josephus Severin,has gender,male
Josephus Severin,has occupation,counselor
David Laing,has gender,male
David Laing,has occupation,counselor
Franciscus-Adolf De Clerck,has gender,male
Franciscus-Adolf De Clerck,has occupation,counselor
Guilielmus Thijs,has gender,male
Guilielmus Thijs,has occupation,counselor
Edmundus Tielemans,has gender,male
Edmundus Tielemans,has occupation,counselor
Costas Ch. Papaioannou,has gender,male
Costas Ch. Papaioannou,has occupation,counselor
Charles Tyck,has gender,male
Charles Tyck,has occupation,counselor
Jan-Baptist Van Roey,has gender,male
Jan-Baptist Van Roey,has occupation,counselor
Matthew E. Lemberger-Truelove,has gender,male
Matthew E. Lemberger-Truelove,has occupation,counselor
Edward Hays,has gender,male
Edward Hays,has occupation,counselor
Jean-Louis Schneider,has gender,male
Jean-Louis Schneider,has occupation,counselor
Louis Du Roussaux,has gender,male
Louis Du Roussaux,has occupation,counselor
Ludovicus Nollet,has gender,male
Ludovicus Nollet,has occupation,counselor
Jim Fay,has gender,male
Jim Fay,has occupation,counselor
Paul Ducret,has gender,male
Paul Ducret,has occupation,counselor
Emile De Jonghe,has gender,male
Emile De Jonghe,has occupation,counselor
Charles Coppieters Stochove,has gender,male
Charles Coppieters Stochove,has occupation,counselor
John H. Boudreau,has gender,male
John H. Boudreau,has occupation,counselor
Eduardus De Sany,has gender,male
Eduardus De Sany,has occupation,counselor
Joannes Van der Auwera,has gender,male
Joannes Van der Auwera,has occupation,counselor
Henricus Nihoul,has gender,male
Henricus Nihoul,has occupation,counselor
Pieter Krieckemans,has gender,male
Pieter Krieckemans,has occupation,counselor
Petrus Adriaenssens,has gender,male
Petrus Adriaenssens,has occupation,counselor
Achiel Godderis,has gender,male
Achiel Godderis,has occupation,counselor
Kyle Perry,has gender,male
Kyle Perry,has occupation,counselor
Philippus Emsens,has gender,male
Philippus Emsens,has occupation,counselor
Julius Jentil,has gender,male
Julius Jentil,has occupation,counselor
Firmin Michaux,has gender,male
Firmin Michaux,has occupation,counselor
Jean-Baptiste Van Calster,has gender,male
Jean-Baptiste Van Calster,has occupation,counselor
Ignatius Van Lissum,has gender,male
Ignatius Van Lissum,has occupation,counselor
Felix Van Beneden,has gender,male
Felix Van Beneden,has occupation,counselor
Aleš Wrana,has gender,male
Aleš Wrana,has occupation,counselor
Victor Glénisson,has gender,male
Victor Glénisson,has occupation,counselor
Lodewijk De Bruyn,has gender,male
Lodewijk De Bruyn,has occupation,counselor
Hubert Van Genechten,has gender,male
