prompt,completion
"Merike Kaste, has occupation, [mask]",teacher
"Diane Averill, has gender, [mask]",female
"Diane Averill, has occupation, [mask]",teacher
"George Mikes, has gender, [mask]",male
"George Mikes, has occupation, [mask]",writer
"Jean-Joseph Boillot, has gender, [mask]",male
"Jean-Joseph Boillot, has occupation, [mask]",writer
"Konrad Krez, has gender, [mask]",male
"Konrad Krez, has occupation, [mask]",writer
"David Kalisch, has gender, [mask]",male
"David Kalisch, has occupation, [mask]",writer
"John Steinbeck, has gender, [mask]",male
"John Steinbeck, has occupation, [mask]",writer
"Payo Gómez Chariño, has gender, [mask]",male
"Payo Gómez Chariño, has occupation, [mask]",writer
"Paul de Lagarde, has gender, [mask]",male
"Paul de Lagarde, has occupation, [mask]",writer
"Mechtilde, has gender, [mask]",female
"Mechtilde, has occupation, [mask]",writer
